peak	cluster
chr7.3289139.3289269	C3
chr7.3306661.3306768	C1
chr7.3420169.3420639	C3
chr7.3421667.3421863	C3
chr7.3458382.3458736	C3
chr7.3466855.3466992	C3
chr7.3493930.3494031	C3
chr7.3569645.3569861	C3
chr7.3572186.3572296	C1
chr7.3601928.3602047	C15
chr7.3605460.3605607	C3
chr7.3609144.3609258	C3
chr7.3893870.3894269	C3
chr7.3898000.3898105	C1
chr7.3926429.3926549	C2
chr7.3983629.3984744	C6
chr7.4080290.4080395	C6
chr7.4090326.4090462	C10
chr7.4111361.4111483	C3
chr7.4113400.4113678	C3
chr7.4121123.4121190	C1
chr7.4274693.4274818	C1
chr7.4281829.4282306	C6
chr7.4389274.4389392	C2
chr7.4422531.4423003	C6
chr7.4464570.4464839	C10
chr7.4524175.4524596	C3
chr7.4574435.4574653	C6
chr7.4638423.4638663	C2
chr7.4700969.4701259	C6
chr7.4720827.4721008	C3
chr7.4728363.4728634	C1
chr7.4746323.4746711	C6
chr7.4768083.4768304	C6
chr7.4907953.4908331	C2
chr7.4953102.4953187	C8
chr7.4972029.4972620	C10
chr7.4989199.4989371	C2
chr7.5003199.5003786	C1
chr7.5004211.5004319	C6
chr7.5056449.5056940	C10
chr7.5118406.5119766	C2
chr7.5126167.5126307	C2
chr7.5161755.5162068	C2
chr7.5188430.5188571	C3
chr7.5191267.5191378	C2
chr7.5251391.5251787	C2
chr7.5280647.5280942	C3
chr7.5392542.5392645	C3
chr7.5443615.5443801	C6
chr7.5468730.5468812	C3
chr7.5491549.5491834	C10
chr7.5578143.5578213	C3
chr7.5578441.5578832	C4
chr7.5586021.5586712	C14
chr7.5633398.5633689	C3
chr7.5740604.5741881	C6
chr7.5816415.5816959	C4
chr7.5828873.5829194	C4
chr7.5836435.5836584	C2
chr7.5838764.5839192	C6
chr7.5876742.5876945	C6
chr7.5885257.5885359	C9
chr7.5907551.5908109	C1
chr7.5911716.5913485	C5
chr7.5924503.5924625	C3
chr7.5975091.5975256	C2
chr7.6067395.6067508	C11
chr7.6100025.6100122	C3
chr7.6163533.6163634	C3
chr7.6253671.6254023	C3
chr7.6322092.6322300	C3
chr7.6353109.6353580	C5
chr7.6357125.6357340	C3
chr7.6440134.6440335	C6
chr7.6471515.6471614	C1
chr7.6591111.6591206	C3
chr7.6627493.6627752	C6
chr7.6693226.6693460	C2
chr7.6712361.6712560	C2
chr7.6757457.6757595	C6
chr7.6773464.6773547	C1
chr7.6804134.6804269	C3
chr7.6837669.6837856	C7
chr7.6881492.6881651	C6
chr7.6900541.6900709	C14
chr7.6901092.6901203	C14
chr7.6902406.6902723	C8
chr7.6911226.6911356	C2
chr7.6923598.6923793	C3
chr7.6942992.6943206	C3
chr7.6986567.6986682	C14
chr7.7027097.7027232	C2
chr7.7039444.7039605	C1
chr7.7047129.7047302	C3
chr7.7157443.7157822	C3
chr7.7232053.7232845	C2
chr7.7246976.7247213	C4
chr7.7249411.7249538	C6
chr7.7258813.7258964	C3
chr7.7277046.7277724	C6
chr7.7286206.7286373	C3
chr7.7302705.7302803	C3
chr7.7312173.7312382	C10
chr7.7325091.7325938	C4
chr7.7351283.7351479	C3
chr7.7352822.7353028	C2
chr7.7391358.7391469	C15
chr7.7395284.7395399	C3
chr7.7406679.7407187	C6
chr7.7427142.7427295	C10
chr7.7455525.7455605	C10
chr7.7458718.7458875	C6
chr7.7471013.7471122	C1
chr7.7528953.7529055	C1
chr7.7586929.7587048	C9
chr7.7587661.7588193	C9
chr7.7590463.7592352	C9
chr7.7604889.7605034	C3
chr7.7701760.7701867	C6
chr7.7702018.7702213	C6
chr7.7793711.7794013	C3
chr7.7863046.7863427	C5
chr7.7909541.7909930	C3
chr7.7978767.7979292	C6
chr7.8071826.8071951	C9
chr7.8128649.8129058	C2
chr7.8187511.8187609	C2
chr7.8220921.8221099	C2
chr7.8226350.8226611	C6
chr7.8321432.8321581	C2
chr7.8322651.8322729	C3
chr7.8370788.8370962	C7
chr7.8371173.8371861	C6
chr7.8372763.8373086	C1
chr7.8411666.8412149	C1
chr7.8507614.8507700	C3
chr7.8536289.8536403	C3
chr7.8612391.8613016	C2
chr7.8628466.8628731	C6
chr7.8666429.8666591	C6
chr7.8684048.8684130	C3
chr7.8754950.8755138	C3
chr7.8763283.8763367	C1
chr7.8790725.8790804	C3
chr7.8806716.8807077	C5
chr7.8807261.8807459	C5
chr7.8885683.8885815	C6
chr7.9030763.9030828	C2
chr7.9045335.9047271	C9
chr7.9050836.9051836	C2
chr7.9051969.9052868	C9
chr7.9068409.9070327	C2
chr7.9073100.9073284	C11
chr7.9074663.9075093	C9
chr7.9075398.9076790	C9
chr7.9078504.9078754	C2
chr7.9079609.9081274	C9
chr7.9081891.9082129	C9
chr7.9261240.9261666	C3
chr7.9291328.9291418	C3
chr7.9321264.9321513	C3
chr7.9327337.9327421	C3
chr7.9330279.9330491	C3
chr7.9332253.9332353	C2
chr7.9350973.9351216	C1
chr7.9355264.9355608	C6
chr7.9396642.9396712	C10
chr7.9411536.9411698	C6
chr7.9440487.9440626	C3
chr7.9461483.9462752	C1
chr7.9467610.9467893	C7
chr7.9488394.9488738	C2
chr7.9490309.9490379	C10
chr7.9530661.9530752	C2
chr7.9564593.9564741	C3
chr7.9630924.9631202	C2
chr7.9641959.9642315	C3
chr7.9686331.9686410	C3
chr7.9698810.9699325	C1
chr7.9713664.9713751	C3
chr7.9767391.9767537	C2
chr7.9767657.9768054	C6
chr7.9776874.9777307	C4
chr7.9778982.9779190	C6
chr7.9797036.9797510	C3
chr7.9806985.9807195	C2
chr7.9848093.9848431	C3
chr7.9852207.9852319	C3
chr7.9863720.9863846	C1
chr7.9867838.9868141	C3
chr7.9923010.9923335	C3
chr7.9948794.9948993	C6
chr7.9955299.9955828	C6
chr7.9962313.9962654	C6
chr7.9970251.9970536	C3
chr7.9990373.9990472	C2
chr7.10016223.10016355	C1
chr7.10034614.10034916	C6
chr7.10035048.10035395	C6
chr7.10065583.10065783	C3
chr7.10080479.10081627	C6
chr7.10090286.10090583	C13
chr7.10091177.10091295	C6
chr7.10140257.10140321	C15
chr7.10172937.10173031	C3
chr7.10173976.10174053	C1
chr7.10225126.10225250	C2
chr7.10234556.10234661	C10
chr7.10249691.10249810	C6
chr7.10250855.10250960	C2
chr7.10275814.10276252	C6
chr7.10363710.10363823	C6
chr7.10377869.10378033	C2
chr7.10378549.10378833	C2
chr7.10416302.10416835	C3
chr7.10419964.10420347	C10
chr7.10424333.10424423	C3
chr7.10441990.10442393	C3
chr7.10565864.10566046	C2
chr7.10681845.10681975	C1
chr7.10707719.10707953	C6
chr7.10809817.10810176	C2
chr7.10863727.10864318	C6
chr7.10868286.10868393	C1
chr7.10888232.10888572	C1
chr7.10908870.10909054	C3
chr7.10994252.10994529	C3
chr7.11032648.11032757	C1
chr7.11100672.11100792	C3
chr7.11133074.11133373	C3
chr7.11140871.11140940	C1
chr7.11186888.11187187	C6
chr7.11188018.11188392	C6
chr7.11192662.11192817	C2
chr7.11239849.11240072	C2
chr7.11262059.11262149	C3
chr7.11330329.11330436	C2
chr7.11342643.11342884	C2
chr7.11418499.11418670	C9
chr7.11463396.11463460	C10
chr7.11463535.11463760	C3
chr7.11556116.11556187	C1
chr7.11604773.11604986	C4
chr7.11618129.11618218	C3
chr7.11628516.11628630	C1
chr7.11640180.11640367	C6
chr7.11691943.11692052	C1
chr7.11804905.11805821	C3
chr7.11889287.11889354	C3
chr7.11918012.11918255	C7
chr7.11918717.11919160	C4
chr7.11967569.11967734	C6
chr7.12078929.12079213	C13
chr7.12093102.12093285	C6
chr7.12103087.12103446	C2
chr7.12115824.12116167	C1
chr7.12132701.12133452	C2
chr7.12133579.12134368	C2
chr7.12134504.12135367	C2
chr7.12176469.12176543	C14
chr7.12189742.12189853	C2
chr7.12218235.12218409	C1
chr7.12245694.12245883	C3
chr7.12300176.12300247	C10
chr7.12327265.12327647	C11
chr7.12334323.12334490	C3
chr7.12369678.12369847	C2
chr7.12378545.12378616	C1
chr7.12440591.12440859	C6
chr7.12442741.12442946	C7
chr7.12449118.12449226	C6
chr7.12466190.12466308	C2
chr7.12569225.12569419	C1
chr7.12701319.12702226	C2
chr7.12703139.12703474	C9
chr7.12810508.12810630	C2
chr7.12853274.12853415	C1
chr7.12855390.12855484	C14
chr7.12929421.12929546	C2
chr7.12934747.12935618	C3
chr7.12935813.12936076	C2
chr7.12936088.12936771	C2
chr7.12969469.12969773	C3
chr7.13077518.13077722	C6
chr7.13080599.13080814	C6
chr7.13081823.13082273	C4
chr7.13171080.13171306	C2
chr7.13209978.13210176	C6
chr7.13221163.13221526	C6
chr7.13271248.13273653	C2
chr7.13273944.13274195	C2
chr7.13410804.13411080	C6
chr7.13417537.13417762	C3
chr7.13458530.13459162	C10
chr7.13480029.13480495	C6
chr7.13520186.13520840	C3
chr7.13548461.13548775	C2
chr7.13640300.13640395	C15
chr7.13664400.13664600	C1
chr7.13739463.13740071	C2
chr7.13780776.13781115	C3
chr7.13790792.13791040	C1
chr7.13806186.13806339	C1
chr7.13944591.13944682	C2
chr7.13975559.13976085	C1
chr7.14007163.14007544	C4
chr7.14007655.14007868	C4
chr7.14029725.14029915	C5
chr7.14030150.14031067	C5
chr7.14032095.14032532	C5
chr7.14111945.14112462	C6
chr7.14131589.14131711	C3
chr7.14153841.14154145	C3
chr7.14188600.14189770	C4
chr7.14221653.14221773	C2
chr7.14227749.14227973	C11
chr7.14313709.14313861	C7
chr7.14366771.14366863	C2
chr7.14410059.14410210	C12
chr7.14412607.14412732	C3
chr7.14448683.14449135	C4
chr7.14787418.14787690	C3
chr7.14839001.14839104	C3
chr7.14843963.14844186	C3
chr7.14864210.14864404	C5
chr7.14864942.14865747	C5
chr7.14871406.14871598	C5
chr7.14958507.14958953	C6
chr7.14980655.14980759	C6
chr7.14980949.14981039	C6
chr7.15003713.15003790	C9
chr7.15009593.15009750	C14
chr7.15095112.15095208	C8
chr7.15129984.15130085	C6
chr7.15141973.15142054	C3
chr7.15161310.15161466	C6
chr7.15170329.15170441	C2
chr7.15218678.15218986	C6
chr7.15239460.15240097	C1
chr7.15270951.15271242	C2
chr7.15323988.15324314	C6
chr7.15350876.15351010	C6
chr7.15396648.15396984	C1
chr7.15481375.15481871	C3
chr7.15515996.15516148	C1
chr7.15554227.15554446	C6
chr7.15596973.15597226	C8
chr7.15630786.15630884	C6
chr7.15642059.15642188	C3
chr7.15682641.15683052	C9
chr7.15683498.15683636	C2
chr7.15746757.15747228	C6
chr7.15755107.15755705	C6
chr7.15763406.15764088	C6
chr7.15813302.15813768	C10
chr7.15876258.15876663	C6
chr7.15897472.15897627	C1
chr7.15920019.15920130	C3
chr7.15926732.15926876	C3
chr7.15941757.15941828	C3
chr7.16006149.16006300	C6
chr7.16040973.16041151	C6
chr7.16041935.16043580	C6
chr7.16043884.16044230	C2
chr7.16113723.16113952	C3
chr7.16118146.16118322	C6
chr7.16119370.16119520	C6
chr7.16145822.16146412	C10
chr7.16148662.16149125	C5
chr7.16162129.16162575	C1
chr7.16282667.16282824	C6
chr7.16282939.16283850	C6
chr7.16284004.16284117	C6
chr7.16289653.16289867	C2
chr7.16337013.16337246	C9
chr7.16379162.16379872	C6
chr7.16483508.16483637	C6
chr7.16490308.16490474	C3
chr7.16517035.16517111	C3
chr7.16553894.16553988	C1
chr7.16635887.16635986	C1
chr7.16659491.16660332	C10
chr7.16663303.16663532	C3
chr7.16717751.16717901	C2
chr7.16730613.16731716	C6
chr7.16748826.16748927	C2
chr7.16764260.16764375	C3
chr7.16809008.16809303	C3
chr7.16911781.16912034	C2
chr7.16963105.16963314	C2
chr7.17013152.17013220	C1
chr7.17101798.17101935	C10
chr7.17102275.17102415	C10
chr7.17119469.17119796	C3
chr7.17119850.17119983	C3
chr7.17131956.17132454	C10
chr7.17132532.17132854	C3
chr7.17133582.17133828	C3
chr7.17191792.17191908	C12
chr7.17226784.17226929	C3
chr7.17228174.17228237	C3
chr7.17257866.17258177	C15
chr7.17278863.17278955	C6
chr7.17298582.17298661	C14
chr7.17299629.17299700	C14
chr7.17340621.17340941	C6
chr7.17343048.17343118	C3
chr7.17383106.17383321	C3
chr7.17426249.17426433	C6
chr7.17438515.17438883	C4
chr7.17440423.17440725	C6
chr7.17473114.17473322	C11
chr7.17514035.17514218	C4
chr7.17525018.17525324	C6
chr7.17565830.17566329	C9
chr7.17570800.17571148	C6
chr7.17602225.17602435	C2
chr7.17608855.17608970	C6
chr7.17609078.17609236	C6
chr7.17634564.17634769	C4
chr7.17634986.17635125	C6
chr7.17706856.17706955	C6
chr7.17713603.17713708	C1
chr7.17752086.17753072	C6
chr7.17784721.17785260	C6
chr7.17868369.17868593	C3
chr7.17922257.17922708	C7
chr7.17941248.17942168	C2
chr7.17949317.17949446	C6
chr7.17955230.17956130	C11
chr7.17990009.17990192	C6
chr7.17990479.17990651	C6
chr7.17990948.17991280	C6
chr7.17991703.17991894	C6
chr7.18004819.18005121	C8
chr7.18013338.18013479	C12
chr7.18053298.18053398	C3
chr7.18107717.18107830	C1
chr7.18112152.18113799	C6
chr7.18123574.18123660	C3
chr7.18144076.18144206	C3
chr7.18147742.18147978	C3
chr7.18164595.18165065	C6
chr7.18166771.18166971	C6
chr7.18215778.18215978	C5
chr7.18256580.18256677	C1
chr7.18287535.18287663	C3
chr7.18303694.18303816	C11
chr7.18413938.18414070	C6
chr7.18449753.18450021	C3
chr7.18480777.18480863	C3
chr7.18520282.18520468	C6
chr7.18525900.18526020	C3
chr7.18531211.18531446	C2
chr7.18532506.18532682	C10
chr7.18588227.18588473	C6
chr7.18588921.18589488	C6
chr7.18675275.18675437	C3
chr7.18707979.18708115	C3
chr7.18777177.18777671	C6
chr7.18877661.18877882	C10
chr7.18901336.18901431	C3
chr7.18978017.18978231	C6
chr7.18995487.18995669	C3
chr7.19000934.19001109	C3
chr7.19009022.19010018	C2
chr7.19063915.19064158	C6
chr7.19093312.19093431	C10
chr7.19189210.19189328	C3
chr7.19203608.19204002	C9
chr7.19314168.19314834	C3
chr7.19316489.19316590	C3
chr7.19472344.19472543	C1
chr7.19486750.19487112	C1
chr7.19537575.19537789	C6
chr7.19559597.19559985	C6
chr7.19560077.19560990	C4
chr7.19590736.19592250	C6
chr7.19592381.19592534	C6
chr7.19613770.19613911	C3
chr7.19629155.19629277	C1
chr7.19641617.19641890	C4
chr7.19738883.19738987	C7
chr7.19739673.19739819	C5
chr7.19740076.19740410	C5
chr7.19751685.19751836	C1
chr7.19754962.19755058	C1
chr7.19787012.19787163	C2
chr7.19816689.19817091	C3
chr7.19910944.19911817	C5
chr7.19911977.19912875	C5
chr7.19951677.19952379	C6
chr7.19962119.19964330	C4
chr7.19964490.19964620	C2
chr7.19967642.19968110	C2
chr7.20035423.20035587	C1
chr7.20087019.20087134	C6
chr7.20299404.20300914	C2
chr7.20301057.20301158	C2
chr7.20322277.20322380	C6
chr7.20363574.20363791	C3
chr7.20403243.20403373	C7
chr7.20409506.20409748	C3
chr7.20410817.20410969	C3
chr7.20411792.20411955	C3
chr7.20412844.20412986	C4
chr7.20458515.20458641	C3
chr7.20458849.20459090	C3
chr7.20594838.20594998	C6
chr7.20595344.20595452	C6
chr7.20797759.20797880	C1
chr7.20804026.20804262	C3
chr7.20829704.20829782	C3
chr7.20930049.20930779	C8
chr7.20940604.20941027	C1
chr7.20963048.20963130	C11
chr7.20974340.20974629	C3
chr7.21011385.21012640	C5
chr7.21055140.21055218	C2
chr7.21070005.21070159	C3
chr7.21081427.21081654	C6
chr7.21113666.21114017	C3
chr7.21118402.21118532	C3
chr7.21171945.21172078	C3
chr7.21197530.21198344	C6
chr7.21231087.21231462	C6
chr7.21232155.21232397	C6
chr7.21232845.21232991	C6
chr7.21233392.21233509	C6
chr7.21269840.21269976	C6
chr7.21270226.21270488	C6
chr7.21315529.21315732	C9
chr7.21360188.21360667	C2
chr7.21420892.21421112	C4
chr7.21422743.21422924	C7
chr7.21430414.21430619	C10
chr7.21430770.21430844	C5
chr7.21433515.21433937	C13
chr7.21434506.21434680	C13
chr7.21465518.21465720	C6
chr7.21560147.21560456	C8
chr7.21611742.21611823	C3
chr7.21696942.21697008	C1
chr7.21759268.21759989	C6
chr7.21760094.21760387	C6
chr7.21760519.21760814	C2
chr7.21762446.21762785	C3
chr7.21782326.21782418	C9
chr7.21782519.21782615	C3
chr7.21789561.21789681	C3
chr7.21856464.21856920	C1
chr7.21932181.21932365	C12
chr7.21932708.21932961	C2
chr7.21949468.21950218	C10
chr8.61848.61982	C3
chr8.81496.81727	C1
chr8.144295.144411	C9
chr8.168644.169087	C1
chr8.250417.250650	C1
chr8.250864.250985	C1
chr8.261575.261657	C1
chr8.267872.268175	C9
chr8.301504.301647	C3
chr8.309331.309540	C3
chr8.495501.495696	C3
chr8.615957.616448	C2
chr8.776413.776520	C6
chr8.776636.777149	C6
chr8.803690.804009	C6
chr8.919764.920604	C2
chr8.921645.921866	C3
chr8.929154.929457	C2
chr8.946270.946480	C2
chr8.961065.961278	C3
chr8.970502.970786	C3
chr8.988313.988405	C1
chr8.1041238.1041598	C3
chr8.1044229.1044534	C6
chr8.1072843.1073078	C6
chr8.1084763.1084928	C4
chr8.1095384.1095529	C14
chr8.1191029.1191487	C6
chr8.1241591.1241790	C2
chr8.1260987.1261519	C5
chr8.1286170.1286881	C6
chr8.1286986.1287157	C6
chr8.1368341.1368431	C3
chr8.1392692.1393038	C6
chr8.1414165.1414470	C3
chr8.1424391.1424459	C3
chr8.1432091.1432445	C3
chr8.1451691.1451827	C2
chr8.1474048.1474193	C1
chr8.1508559.1508821	C10
chr8.1508973.1509073	C3
chr8.1540328.1540537	C3
chr8.1564399.1565039	C9
chr8.1644770.1645312	C6
chr8.1645622.1645728	C6
chr8.1673259.1673772	C6
chr8.1699309.1699840	C6
chr8.1705830.1706075	C3
chr8.1725141.1725223	C3
chr8.1764906.1765080	C3
chr8.1790626.1790752	C3
chr8.1793020.1793121	C6
chr8.1793687.1793868	C7
chr8.1795265.1795433	C10
chr8.1796663.1796858	C3
chr8.1844594.1845154	C4
chr8.1862952.1863016	C3
chr8.1865534.1867028	C6
chr8.1867171.1867703	C6
chr8.1868143.1868388	C6
chr8.1877610.1877740	C9
chr8.1892534.1892675	C7
chr8.1906290.1908427	C6
chr8.1908595.1908696	C2
chr8.1918743.1918885	C2
chr8.2010527.2010835	C3
chr8.2013561.2013689	C3
chr8.2058336.2058430	C3
chr8.2062511.2062673	C3
chr8.2145647.2146283	C4
chr8.2147377.2147526	C4
chr8.2184586.2185046	C3
chr8.2209387.2209678	C3
chr8.2217434.2217637	C6
chr8.2235818.2236288	C6
chr8.2339197.2339366	C2
chr8.2339839.2339936	C5
chr8.2433661.2434025	C2
chr8.2440930.2441115	C10
chr8.2443940.2444051	C3
chr8.2459555.2460259	C1
chr8.2461863.2462377	C6
chr8.2462633.2463126	C6
chr8.2463279.2463377	C6
chr8.2463514.2463612	C6
chr8.2484789.2485189	C1
chr8.2493076.2493248	C3
chr8.2578256.2578566	C1
chr8.2593421.2593533	C1
chr8.2601882.2601981	C3
chr8.2609653.2609980	C1
chr8.2631726.2632178	C6
chr8.2761734.2762186	C6
chr8.2776318.2776437	C4
chr8.2789550.2789657	C3
chr8.2818025.2818198	C4
chr8.2840901.2841031	C6
chr8.2876088.2876935	C7
chr8.2881523.2881655	C10
chr8.2893037.2893136	C1
chr8.2916326.2916431	C6
chr8.2985345.2985565	C3
chr8.3001541.3001687	C8
chr8.3016097.3016199	C1
chr8.3116198.3116345	C3
chr8.3120437.3120852	C10
chr8.3146575.3146946	C6
chr8.3156357.3156470	C6
chr8.3178907.3179068	C10
chr8.3182266.3182591	C2
chr8.3211449.3211634	C3
chr8.3266614.3266816	C6
chr8.3307281.3307392	C1
chr8.3374448.3374689	C6
chr8.3411848.3412127	C3
chr8.3436326.3436692	C6
chr8.3467297.3467408	C6
chr8.3493729.3493826	C14
chr8.3554741.3554884	C3
chr8.3575210.3575374	C8
chr8.3578847.3579032	C6
chr8.3579185.3579346	C6
chr8.3587669.3587820	C3
chr8.3589526.3590294	C2
chr8.3665663.3665856	C1
chr8.3672128.3672254	C6
chr8.3734097.3734410	C3
chr8.3773026.3773994	C6
chr8.3793949.3794016	C1
chr8.3795361.3795436	C3
chr8.3822364.3823243	C3
chr8.3845716.3845835	C6
chr8.3854520.3854651	C3
chr8.3907358.3907453	C3
chr8.3980376.3980454	C1
chr8.3984801.3984919	C2
chr8.4086800.4086892	C3
chr8.4098522.4099193	C10
chr8.4157184.4157362	C3
chr8.4250776.4251006	C2
chr8.4261119.4261211	C3
chr8.4267153.4267262	C3
chr8.4284457.4284624	C6
chr8.4307561.4307661	C1
chr8.4382939.4383022	C3
chr8.4398302.4398502	C2
chr8.4569814.4570175	C4
chr8.4577833.4577954	C5
chr8.4578332.4578455	C5
chr8.4683631.4684012	C3
chr8.4697543.4697631	C10
chr8.4707373.4707553	C1
chr8.4743168.4743303	C3
chr8.4977971.4980548	C13
chr8.4980625.4981033	C5
chr8.4995242.4995649	C6
chr8.5022193.5022356	C6
chr8.5028558.5028979	C3
chr8.5035595.5035846	C3
chr8.5042045.5042332	C6
chr8.5042547.5042686	C6
chr8.5043204.5043411	C6
chr8.5129756.5130042	C10
chr8.5165582.5165653	C15
chr8.5217943.5218140	C2
chr8.5224124.5224248	C15
chr8.5244830.5244978	C3
chr8.5301865.5301957	C4
chr8.5417033.5417210	C3
chr8.5420727.5420895	C15
chr8.5421051.5421124	C15
chr8.5455836.5455929	C1
chr8.5463345.5464850	C6
chr8.5473016.5473191	C4
chr8.5488435.5488635	C6
chr8.5589522.5589632	C3
chr8.5714562.5714990	C6
chr8.5797511.5798088	C1
chr8.5808306.5808381	C10
chr8.5808460.5808579	C10
chr8.5814097.5814910	C10
chr8.5823386.5823522	C9
chr8.5843639.5843775	C6
chr8.5861878.5862024	C3
chr8.5865148.5866013	C4
chr8.5906428.5906626	C2
chr8.5925739.5925824	C3
chr8.6033562.6034197	C3
chr8.6064057.6064186	C15
chr8.6123142.6123741	C6
chr8.6156112.6156716	C5
chr8.6230763.6231250	C6
chr8.6301187.6301326	C6
chr8.6342639.6344080	C2
chr8.6359350.6359621	C1
chr8.6427636.6427735	C3
chr8.6468706.6468987	C2
chr8.6474509.6474627	C3
chr8.6513366.6513540	C6
chr8.6579822.6580425	C2
chr8.6581126.6581331	C2
chr8.6581720.6583156	C2
chr8.6623472.6623626	C1
chr8.6650446.6650685	C1
chr8.6696650.6696822	C3
chr8.6787118.6787258	C2
chr8.6803745.6803842	C3
chr8.6844357.6844634	C3
chr8.6912169.6912648	C1
chr8.6958766.6959024	C3
chr8.7004069.7004324	C3
chr8.7039604.7039683	C3
chr8.7082682.7082782	C1
chr8.7096974.7097073	C1
chr8.7145760.7145974	C1
chr8.7178285.7178717	C4
chr8.7178873.7179347	C4
chr8.7254228.7254341	C11
chr8.7305017.7305611	C6
chr8.7365674.7365865	C2
chr8.7377145.7377432	C3
chr8.7409144.7410222	C2
chr8.7410491.7410676	C10
chr8.7426863.7428974	C2
chr8.7443682.7443791	C3
chr8.7488465.7488669	C3
chr8.7600831.7601201	C3
chr8.7674732.7674912	C3
chr8.7699247.7700622	C6
chr8.7715188.7715679	C6
chr8.7725050.7725205	C1
chr8.7758328.7758430	C6
chr8.7782414.7782590	C4
chr8.7783798.7784003	C4
chr8.7794567.7794860	C6
chr8.7830791.7830881	C1
chr8.7878813.7880577	C5
chr8.7898561.7898697	C2
chr8.7953654.7953781	C5
chr8.7978300.7978424	C6
chr8.7990038.7990217	C3
chr8.7990778.7991287	C10
chr8.8031259.8031406	C1
chr8.8031879.8032273	C6
chr8.8059931.8060662	C6
chr8.8159744.8159817	C3
chr8.8160815.8160947	C6
chr8.8215857.8216006	C6
chr8.8227474.8227947	C3
chr8.8271311.8271410	C3
chr8.8294740.8294809	C3
chr8.8315790.8316417	C10
chr8.8356321.8357218	C3
chr8.8366069.8368290	C2
chr8.8450180.8450316	C2
chr8.8452383.8452647	C9
chr8.8506054.8506590	C3
chr8.8539522.8539606	C9
chr8.8548437.8548671	C9
chr8.8594435.8594595	C3
chr8.8657666.8658346	C3
chr8.8662400.8662531	C3
chr8.8751902.8752022	C3
chr8.8767750.8768036	C1
chr8.8783949.8784340	C2
chr8.8932484.8932588	C3
chr8.8940827.8940898	C3
chr8.8967635.8967709	C3
chr8.8982046.8982522	C6
chr8.9018395.9018507	C6
chr8.9018635.9018737	C6
chr8.9018874.9019014	C6
chr8.9031966.9032220	C1
chr8.9150921.9151215	C3
chr8.9181490.9181732	C6
chr8.9230959.9231098	C1
chr8.9235446.9235560	C3
chr8.9264781.9265109	C3
chr8.9464843.9465105	C3
chr8.9599475.9599964	C6
chr8.9617976.9618081	C6
chr8.9621216.9621445	C2
chr8.9660785.9660870	C3
chr8.9671725.9671940	C1
chr8.9713011.9713405	C1
chr8.9750873.9751048	C6
chr8.9768983.9770135	C6
chr8.9820634.9820711	C2
chr8.9842101.9842236	C1
chr8.9887992.9888062	C1
chr8.9899859.9899934	C3
chr8.9959579.9959689	C2
chr8.9960228.9960662	C2
chr8.9976947.9977206	C6
chr8.9993519.9993682	C6
chr8.10004550.10004694	C8
chr8.10042381.10042479	C9
chr8.10103279.10103444	C3
chr8.10239039.10239770	C6
chr8.10260067.10260406	C6
chr8.10267288.10267442	C6
chr8.10296203.10296610	C5
chr8.10296750.10297516	C3
chr8.10312505.10312980	C3
chr8.10320730.10320880	C3
chr8.10321746.10321866	C3
chr8.10321896.10321977	C10
chr8.10354739.10354809	C3
chr8.10355634.10355788	C3
chr8.10359717.10359965	C3
chr8.10404907.10405136	C3
chr8.10438709.10438951	C10
chr8.10465457.10465816	C3
chr8.10689777.10689892	C2
chr8.10690844.10691090	C2
chr8.10692614.10692682	C1
chr8.10713798.10714057	C3
chr8.10873006.10873121	C6
chr8.10875007.10875071	C2
chr8.11013068.11013328	C1
chr8.11025297.11025645	C3
chr8.11026425.11026686	C3
chr8.11156929.11157045	C10
chr8.11176610.11177569	C10
chr8.11226655.11226792	C6
chr8.11227359.11227743	C6
chr8.11250189.11250301	C3
chr8.11255350.11255548	C14
chr8.11283565.11283688	C6
chr8.11290584.11290696	C6
chr8.11361073.11361348	C3
chr8.11365683.11365805	C3
chr8.11380739.11381080	C6
chr8.11398460.11398582	C3
chr8.11437694.11437801	C13
chr8.11486202.11486545	C3
chr8.11610071.11610255	C3
chr8.11612254.11612441	C3
chr8.11641179.11641282	C6
chr8.11674498.11674580	C1
chr8.11675549.11675617	C1
chr8.11679596.11679764	C3
chr8.11681215.11681374	C10
chr8.11689301.11689484	C3
chr8.11690177.11690261	C3
chr8.11703675.11703867	C2
chr8.11731338.11731918	C6
chr8.11782955.11783165	C3
chr8.11797026.11798274	C5
chr8.11823219.11823834	C1
chr8.11835062.11835332	C6
chr8.11853680.11853865	C3
chr8.11910148.11910347	C2
chr8.11926398.11926679	C9
chr8.11934053.11934145	C15
chr8.11938174.11938366	C11
chr8.11960610.11960692	C15
chr8.11962244.11962337	C15
chr8.11980741.11980965	C2
chr8.11981244.11981463	C9
chr8.11998173.11998308	C2
chr8.12007060.12007216	C3
chr8.12067736.12067842	C2
chr8.12090149.12091240	C6
chr8.12102667.12102932	C4
chr8.12126360.12127109	C2
chr8.12232697.12233943	C11
chr8.12273057.12273221	C1
chr8.12316762.12317462	C4
chr8.12328524.12329143	C8
chr8.12354679.12354771	C3
chr8.12382049.12382139	C3
chr8.12413480.12413559	C3
chr8.12433937.12434772	C6
chr8.12450311.12450645	C9
chr8.12477528.12477998	C3
chr8.12504449.12504550	C6
chr8.12541769.12541905	C3
chr8.12610949.12611153	C2
chr8.12676387.12676962	C6
