Orthogroup,MpTak_v6.1r1.protein,Athaliana_447_Araport11.protein
OG0001597,Mp4g12470.1,"AT3G12950, AT2G35155, AT5G45030"
OG0001598,Mp6g01880.1,AT2G01640
OG0001599,Mp2g04330.1,"AT3G53680, AT2G37520, AT2G27980, AT2G36720"
OG0001600,"Mp7g15570.1, Mp6g11460.1, Mp6g07910.1","AT2G36325, AT5G03590, AT5G03600, AT3G09930, AT5G03610"
OG0001602,Mp5g14370.1,"AT3G55940, AT3G08510, AT5G58700, AT5G58690, AT2G40116"
OG0001603,"Mp1g05500.1, Mp1g05500.2","AT1G14240, AT1G14250, AT1G14230, AT2G02970"
OG0001604,"Mp7g18240.2, Mp7g18240.1","AT2G39800, AT3G55610"
OG0001605,"Mp7g14850.1, Mp2g04250.1","AT4G32390, AT2G25520, AT5G11230, AT5G25400"
OG0001606,Mp1g26180.1,"AT1G77590, AT2G04350"
OG0001607,"Mp5g21920.1, Mp2g18210.1","AT2G34960, AT4G21120"
OG0001608,Mp1g10760.1,"AT2G36840, AT2G39570"
OG0001609,Mp5g15940.1,"AT2G04030, AT3G07770"
OG0001611,Mp1g12830.1,"AT4G28840, AT2G20080"
OG0001612,Mp5g04220.1,"AT2G01950, AT3G13380, AT1G55610"
OG0001613,Mp6g20280.1,"AT1G29250, AT2G34160"
OG0001614,Mp6g10770.1,"AT2G19830, AT4G29160"
OG0001618,"Mp5g21030.1, Mp4g11300.1, Mp4g11290.1, Mp4g12870.1, Mp5g15410.1, Mp5g08660.1, Mp6g00870.1, Mp5g21040.1",AT2G01620
OG0001619,Mp3g00870.1,"AT2G37370, AT5G13560"
OG0001620,Mp2g00570.1,"AT3G55280, AT2G39460"
OG0001621,"Mp8g06720.1, Mp8g06720.2",AT2G33260
OG0001621,Mp3g00970.1,AT5G19500
OG0001623,"Mp2g04180.1, Mp2g04200.1","AT2G31215, AT2G31220, AT1G06170, AT2G31210"
OG0001625,Mp6g00540.1,"AT2G25900, AT4G29190, AT2G19810"
OG0001626,Mp8g06160.1,"AT2G30660, AT2G30650, AT5G65940"
OG0001627,Mp2g00160.1,"AT5G58590, AT1G07140, AT2G30060"
OG0001629,"Mp4g17020.1, Mp2g00820.1, Mp2g00810.1","AT2G31510, AT1G65430"
OG0001631,Mp7g17200.1,"AT2G34830, AT1G30650"
OG0001632,Mp6g06140.1,"AT5G56490, AT1G32300, AT2G46740, AT2G46750, AT2G46760"
OG0001636,Mp1g08450.1,AT1G18580
OG0001636,Mp1g23600.1,AT2G20810
OG0001638,Mp2g03080.1,"AT2G40060, AT3G51890, AT2G20760"
OG0001639,Mp2g19080.1,"AT4G30780, AT2G24100"
OG0001640,"Mp7g16220.2, Mp7g16220.1","AT3G54950, AT2G39220, AT4G29800"
OG0001641,Mp8g18950.1,"AT3G10610, AT2G04390, AT5G04800, AT2G05220"
OG0001642,Mp5g20900.1,"AT2G22125, AT1G77460, AT1G44120"
OG0001643,Mp1g01520.2,"AT3G09400, AT5G02400, AT1G07630, AT2G28890"
OG0001645,"Mp4g23090.2, Mp4g23090.1","AT1G15120, AT2G01090"
OG0001647,"Mp8g12840.3, Mp8g12840.2, Mp8g12840.1","AT2G35736, AT4G25225"
OG0001648,Mp1g19100.1,"AT3G60780, AT2G45360, AT1G62840, AT1G12320"
OG0001649,Mp6g21520.1,"AT4G38050, AT2G27810"
OG0001650,"Mp8g03280.1, Mp8g03290.1","AT2G17360, AT5G07090, AT5G58420"
OG0001651,"Mp1g29830.2, Mp1g29830.3, Mp1g29830.1",AT2G26070
OG0001653,"Mp1g07390.2, Mp1g07390.3, Mp1g07390.1, Mp1g07380.1","AT1G08060, AT2G28240"
OG0001655,Mp4g04540.1,"AT4G35470, AT2G17440"
OG0001657,Mp2g03100.1,"AT3G10300, AT5G04170, AT2G27480"
OG0001660,Mp3g02160.1,"AT2G35980, AT2G35460, AT5G06320, AT3G11650"
OG0001661,Mp4g06120.1,"AT2G16360, AT4G34555, AT2G21580, AT4G39200"
OG0001663,"Mp3g24100.2, Mp3g24100.3, Mp3g24100.4, Mp3g24100.5, Mp3g24100.6, Mp3g24100.1, Mp3g09910.1","AT1G17070, AT2G42330"
OG0001664,"Mp5g19510.1, Mp5g19510.2","AT2G17780, AT4G35920"
OG0001665,Mp6g08600.1,"AT5G60710, AT3G54780, AT2G38970"
OG0001666,Mp6g00220.1,"AT3G55060, AT2G39300"
OG0001667,Mp2g03710.1,"AT2G28480, AT4G13070"
OG0001668,"Mp7g18050.1, Mp7g18050.2",AT2G29180
OG0001669,Mp5g19690.1,"AT3G08710, AT2G40790, AT3G56420"
OG0001670,Mp3g21830.1,"AT4G39540, AT2G21940"
OG0001671,"Mp8g09430.5, Mp8g09430.6, Mp8g09430.3, Mp8g09430.2, Mp8g09430.4","AT2G31350, AT1G06130, AT2G43430"
OG0001672,Mp6g06300.1,"AT3G52370, AT2G35860, AT5G06390, AT3G11700"
OG0001673,Mp2g16920.1,"AT2G03210, AT2G03220, AT1G14100, AT1G14080, AT2G15390, AT2G15350"
OG0001674,"Mp5g10380.2, Mp5g10380.1, Mp5g10380.3","AT2G19910, AT2G19920, AT2G19930"
OG0001676,"Mp2g14440.2, Mp2g14440.3, Mp2g14440.1","AT5G45940, AT2G33980, AT1G28960"
OG0001678,"Mp1g06410.1, Mp1g06410.2","AT2G21450, AT2G16390"
OG0001679,"Mp3g07870.1, Mp3g07650.1","AT5G22440, AT1G08360, AT2G27530"
OG0001681,"Mp5g14150.2, Mp5g14150.1","AT2G20630, AT4G28400, AT3G15260"
OG0001682,Mp1g17730.1,"AT1G29965, AT2G34480, AT3G14600"
OG0001684,Mp1g10870.1,"AT3G21320, AT2G25930"
OG0001685,Mp4g23910.1,"AT2G32220, AT4G15000, AT3G22230"
OG0001686,"Mp1g13640.1, Mp1g13640.2","AT3G60030, AT2G47070"
OG0001687,Mp6g02020.1,AT2G26710
OG0001688,"Mp7g04990.1, Mp2g07410.2, Mp2g07410.1","AT5G44250, AT2G15695"
OG0001689,Mp2g25840.1,"AT4G11400, AT2G46040"
OG0001690,Mp1g07590.1,"AT5G13810, AT2G41330, AT3G57070"
OG0001691,"Mp2g02990.1, Mp2g02990.2",AT2G02160
OG0001693,"Mp8g14410.2, Mp8g14410.1","AT5G51710, AT5G11800, AT2G19600"
OG0001694,Mp4g20590.1,"AT3G56300, AT5G38830, AT2G31170"
OG0001695,"Mp2g12530.1, Mp2g12540.1","AT1G29310, AT2G34250, AT1G78720"
OG0001696,Mp1g12600.1,"AT3G60200, AT2G44600"
OG0001698,"Mp3g07180.1, Mp8g17690.1","AT4G25950, AT4G23710, AT3G01390"
OG0001699,"Mp2g20020.1, Mp2g20020.2","AT4G27270, AT5G54500"
OG0001700,Mp4g23450.1,"AT5G25450, AT4G32470"
OG0001701,"Mp4g20810.2, Mp4g20810.1","AT4G15410, AT4G22150, AT4G04210"
OG0001702,Mp4g22640.1,AT4G11820
OG0001703,Mp1g13260.1,"AT1G78700, AT4G18890"
OG0001704,Mp6g03170.1,"AT4G02730, AT3G49660"
OG0001707,Mp4g24070.1,"AT4G10450, AT1G33140, AT1G33120"
OG0001708,"Mp2g04590.2, Mp2g04590.1","AT4G26840, AT5G55160"
OG0001709,Mp1g23750.1,"AT5G47310, AT4G17486"
OG0001712,Mp3g21870.1,"AT1G07080, AT5G01580, AT4G12900, AT4G12890"
OG0001713,"Mp4g01650.2, Mp4g01650.1","AT1G22450, AT4G28060, AT5G57815"
OG0001714,Mp8g08270.1,"AT4G01080, AT1G01430, AT4G11090, AT4G23790"
OG0001715,"Mp1g20380.1, Mp1g20380.2",AT4G13010
OG0001716,"Mp6g01940.1, Mp6g01940.2","AT4G09810, AT1G34020, AT4G39390"
OG0001717,Mp1g15170.1,"AT5G54870, AT4G27020, AT1G70160"
OG0001718,Mp6g01780.1,"AT5G14430, AT1G04430, AT3G23300, AT4G14360"
OG0001719,Mp3g16880.1,"AT5G54110, AT4G05060, AT4G21450"
OG0001720,"Mp1g29520.1, Mp1g29520.2","AT1G22840, AT4G10040"
OG0001721,"Mp3g23260.1, Mp3g23260.2","AT4G05330, AT4G21160"
OG0001722,Mp5g18010.1,"AT3G12340, AT5G05420, AT4G25340"
OG0001729,"Mp8g02940.1, Mp8g02920.1, Mp8g02930.2, Mp8g02930.1","AT1G22150, AT1G78000, AT4G08620"
OG0001730,"Mp3g09600.2, Mp3g09600.1",AT4G21105
OG0001732,"Mp8g09190.5, Mp8g09190.3, Mp8g09190.6, Mp8g09190.1, Mp8g09190.4, Mp8g09190.2",AT4G32620
OG0001733,"Mp5g12760.3, Mp5g12760.2, Mp5g12760.1, Mp5g12760.4","AT4G16845, AT5G51230"
OG0001734,"Mp2g06000.2, Mp2g06000.3, Mp2g06000.4, Mp2g06000.1",AT4G34430
OG0001736,"Mp4g12300.1, Mp1g27250.1","AT5G28237, AT5G54810, AT4G27070"
OG0001739,Mp4g08750.1,"AT4G11150, AT1G64200"
OG0001740,Mp4g00910.1,"AT5G10740, AT5G24940, AT4G31750"
OG0001741,"Mp1g07640.1, Mp1g07640.2",AT4G12570
OG0001743,Mp6g10000.1,"AT4G19710, AT1G31230"
OG0001745,"Mp1g02880.1, Mp1g02880.2","AT1G51640, AT4G31540"
OG0001746,Mp1g03950.1,"AT5G25830, AT4G32890"
OG0001748,"Mp1g24750.4, Mp1g24750.3, Mp1g24750.2, Mp1g24750.6, Mp1g24750.5, Mp1g24750.1",AT4G38600
OG0001749,"Mp7g12610.1, Mp1g06250.1","AT3G16690, AT4G15920"
OG0001750,"Mp6g04940.4, Mp6g04940.5, Mp6g04940.2, Mp6g04940.3, Mp6g04940.8, Mp6g04940.6, Mp6g04940.7, Mp6g04940.1",AT4G10330
OG0001751,Mp4g21720.1,"AT4G27910, AT5G53430, AT3G61740"
OG0001752,"Mp3g09960.1, Mp6g17960.1","AT4G12780, AT4G12770"
OG0001753,Mp6g11410.1,"AT4G19880, AT5G45020, AT5G44990"
OG0001754,"Mp7g04830.2, Mp7g04830.1",AT4G18593
OG0001755,Mp4g03410.1,"AT3G60770, AT4G00100"
OG0001756,Mp1g04810.1,"AT1G36990, AT4G08510"
OG0001758,Mp4g16280.1,"AT4G05520, AT3G20290"
OG0001759,"Mp8g17840.2, Mp8g17840.1","AT1G03630, AT5G54190, AT4G27440"
OG0001761,"Mp4g12190.2, Mp4g12190.1","AT1G26830, AT1G69670"
OG0001762,Mp7g12450.1,"AT5G64970, AT1G78180"
OG0001763,Mp1g12010.1,"AT1G55730, AT1G55720, AT3G13320"
OG0001764,"Mp5g03900.1, Mp5g01830.1, Mp5g01830.2","AT3G26640, AT1G12910, AT5G24520"
OG0001765,"Mp7g18060.1, Mp7g18060.2","AT1G30545, AT1G30550, AT1G45231"
OG0001768,Mp2g10860.1,"AT1G77760, AT1G37130"
OG0001769,"Mp7g11370.2, Mp7g11370.1","AT1G20550, AT1G76270"
OG0001771,"Mp1g10230.1, Mp1g10230.2","AT1G67430, AT1G27400"
OG0001773,Mp7g17880.1,"AT1G24530, AT1G24130, AT5G50120"
OG0001774,"Mp7g14270.1, Mp7g14270.3, Mp7g14270.2","AT1G45000, AT5G43010"
OG0001776,Mp1g23280.1,"AT1G20760, AT1G21630"
OG0001777,Mp6g09800.1,AT1G59540
OG0001777,Mp6g09070.1,AT3G10180
OG0001778,Mp8g03760.1,"AT1G15280, AT1G80000"
OG0001782,MpVg01150.1,"AT1G16860, AT1G78880"
OG0001783,Mp1g28670.1,AT1G60430
OG0001785,"Mp7g01960.1, Mp7g01960.2","AT5G45330, AT1G26110"
OG0001786,"Mp2g22480.1, Mp2g22480.2","AT3G12980, AT1G79000, AT1G16710, AT1G16705"
OG0001787,Mp6g05360.1,"AT5G03530, AT1G43890"
OG0001788,Mp2g09040.1,"AT1G23440, AT1G56700"
OG0001790,Mp3g15630.1,"AT1G48630, AT3G18130, AT1G18080"
OG0001792,Mp5g13950.1,"AT3G25870, AT1G13360"
OG0001793,Mp4g02460.1,"AT3G55770, AT1G10200"
OG0001794,Mp1g18990.1,"AT1G43170, AT1G61580"
OG0001798,"Mp3g04060.2, Mp3g04060.1","AT3G15980, AT1G52360, AT1G79990"
OG0001799,"Mp5g17340.1, Mp5g13680.1, Mp3g19610.1, Mp4g17900.1","AT1G67290, AT5G19580"
OG0001800,Mp5g18990.1,"AT1G23550, AT1G70440, AT3G47720, AT5G62520"
OG0001801,Mp6g14750.1,"AT1G67040, AT3G58650, AT5G26910, AT3G05750"
OG0001802,Mp2g15490.1,"AT1G19570, AT1G75270, AT5G16710"
OG0001804,Mp4g06320.1,"AT1G59610, AT1G10290"
OG0001805,Mp2g22370.1,"AT3G49790, AT1G59510, AT1G10150"
OG0001806,Mp1g10540.1,"AT1G22200, AT1G36050"
OG0001807,Mp8g01190.1,AT1G78600
OG0001808,"Mp6g00560.3, Mp6g00560.4, Mp6g00560.2, Mp6g00560.1","AT1G04080, AT5G46400"
OG0001809,Mp5g19080.1,"AT5G38650, AT1G67250"
OG0001810,Mp3g11670.1,"AT1G74050, AT1G74060, AT1G18540"
OG0001811,Mp7g12570.1,AT3G53950
OG0001811,Mp8g06750.1,"AT3G57620, AT1G75620, AT1G19900"
OG0001812,Mp7g12880.1,"AT1G54440, AT5G35910"
OG0001813,"Mp8g17710.1, Mp8g17710.2, Mp8g17710.3, Mp8g17710.4","AT3G17830, AT1G80030"
OG0001817,Mp7g11900.1,"AT1G05120, AT1G02670"
OG0001819,Mp1g11080.1,"AT3G19570, AT1G49890"
OG0001821,"Mp3g23090.1, Mp8g09370.1, Mp5g15520.1","AT1G11790, AT3G07630"
OG0001822,Mp2g17470.1,"AT1G09160, AT1G68410"
OG0001823,Mp1g16980.1,AT1G10950
OG0001824,Mp4g15380.1,"AT1G04090, AT5G43950, AT5G18490, AT3G04350"
OG0001825,"Mp1g10020.3, Mp1g10020.2, Mp1g10020.1",AT1G02065
OG0001826,"Mp1g25800.1, Mp1g25800.2, Mp1g25800.3","AT5G53350, AT1G33360"
OG0001827,"Mp4g12480.2, Mp4g12480.1","AT1G26120, AT5G15860, AT3G02410"
OG0001828,"Mp7g11800.3, Mp7g11800.4, Mp7g11800.1, Mp7g11800.2","AT3G18160, AT1G48635"
OG0001829,"Mp3g07140.3, Mp3g07140.2, Mp3g07140.4, Mp3g07140.1, Mp1g20610.2, Mp1g20610.3, Mp1g20610.1",AT1G66080
OG0001830,"Mp1g19260.1, Mp2g00070.1, Mp5g13750.1, Mp1g03590.1",AT1G08280
OG0001831,Mp1g12880.1,"AT1G61800, AT5G54800"
OG0001832,"Mp3g07940.2, Mp3g07940.1, Mp3g07940.3","AT1G55150, AT5G63120"
OG0001834,"Mp1g21460.4, Mp1g21460.3, Mp1g21460.1, Mp1g21460.2",AT1G43190
OG0001835,"Mp2g06090.1, Mp7g11020.1","AT5G64660, AT5G09800, AT3G18710"
OG0001836,"Mp4g12520.2, Mp4g12520.1","AT3G47340, AT5G10240, AT5G65010"
OG0001837,"Mp3g17580.2, Mp3g17580.1","AT3G28960, AT5G15240"
OG0001838,Mp6g19660.1,"AT3G11130, AT3G08530"
OG0001839,Mp1g22030.1,AT3G51010
OG0001840,Mp2g01980.1,"AT3G22420, AT5G28080, AT3G04910"
OG0001841,Mp1g28650.1,"AT3G59300, AT3G49140, AT5G24060"
OG0001843,Mp1g04570.1,"AT5G20980, AT5G17920, AT3G03780"
OG0001844,Mp2g20330.1,"AT3G10410, AT5G22980, AT3G45010"
OG0001845,Mp1g13820.1,"AT3G51430, AT3G51450, AT3G51440, AT3G51420"
OG0001846,"Mp6g08620.2, Mp6g08620.1","AT5G01780, AT3G14140, AT3G14160, AT3G47610"
OG0001848,Mp6g05160.1,"AT5G01650, AT3G51660, AT5G57170"
OG0001849,"Mp5g08340.1, Mp5g09590.1","AT3G10950, AT3G60245"
OG0001851,Mp7g09940.1,"AT3G51740, AT3G56100"
OG0001852,"Mp3g21250.1, Mp3g21250.2, Mp3g21250.3",AT3G22200
OG0001853,"Mp3g09430.1, Mp5g08990.1, Mp4g12780.1","AT3G53400, AT5G03190, AT5G01710"
OG0001854,"Mp3g23820.1, Mp3g23820.2, Mp3g23820.3, Mp2g17110.1","AT3G21730, AT3G11750, AT5G62980"
OG0001855,Mp4g16940.1,AT3G01180
OG0001856,"Mp5g12800.1, Mp5g12800.2","AT3G01560, AT5G14540"
OG0001858,"Mp1g17770.2, Mp1g17770.1","AT3G58560, AT3G58580"
OG0001859,"MpUg00440.1, MpVg01180.1, MpVg01180.2","AT3G48070, AT5G62910"
OG0001860,Mp2g08790.1,"AT3G19184, AT5G42700"
OG0001861,Mp7g00270.2,"AT5G60010, AT3G45810"
OG0001862,Mp1g19650.1,"AT5G48570, AT3G25230"
OG0001863,Mp5g18050.1,"AT3G24225, AT3G28455"
OG0001864,"Mp7g01760.1, Mp7g01760.2",AT3G48990
OG0001866,"Mp6g11470.1, Mp2g10720.1","AT5G65750, AT3G55410"
OG0001868,"Mp4g15590.2, Mp4g15590.1",AT3G59140
OG0001869,"Mp2g10620.2, Mp2g10620.1",AT3G02830
OG0001870,"Mp6g00120.1, Mp5g23100.1, Mp5g23160.1, Mp5g01760.2, Mp5g01760.1, Mp8g18320.2, Mp8g18320.1, Mp8g18320.3",AT3G28880
OG0001873,"Mp6g07110.1, Mp2g21830.1, Mp1g09610.1, Mp1g09600.1","AT5G66280, AT3G51160"
OG0001874,Mp5g02260.1,"AT3G57090, AT5G12390"
OG0001875,Mp6g00100.1,AT3G57870
OG0001877,"Mp2g21730.1, Mp2g21730.4, Mp2g21730.2, Mp2g21730.3",AT5G50350
OG0001878,"Mp3g02920.1, Mp3g02920.2, Mp8g11950.1","AT5G25754, AT5G25757"
OG0001880,"Mp3g17080.1, Mp1g14030.1, Mp1g14000.1",AT5G57800
OG0001881,"Mp1g06550.1, Mp1g06550.2",AT5G45290
OG0001882,"Mp4g17090.1, Mp4g17090.2",AT5G22000
OG0001883,"Mp5g23450.1, Mp4g08530.1",AT5G47320
OG0001884,"Mp1g05570.2, Mp1g05570.1, Mp1g05570.3","AT5G08410, AT5G23440"
OG0001885,"Mp3g00520.1, Mp6g10930.1","AT5G15200, AT5G39850"
OG0001886,Mp5g04790.1,"AT5G19480, AT5G12230"
OG0001888,Mp3g21350.1,AT5G42650
OG0001889,"Mp3g15440.6, Mp3g15440.1, Mp3g15440.5, Mp3g15440.3, Mp3g15440.2, Mp3g15440.4",AT5G20930
OG0001891,Mp4g03480.1,"AT5G12400, AT5G22760, AT5G35210"
OG0001892,"Mp1g02890.2, Mp1g02890.1",AT5G22220
OG0001893,Mp3g15600.1,"AT5G48610, AT5G43490"
OG0001894,"Mp4g22220.2, Mp4g22220.1",AT5G20090
OG0001895,"Mp3g18320.1, Mp3g18320.2, Mp3g18320.3",AT5G25900
OG0001896,"Mp3g00800.4, Mp3g00800.5, Mp3g00800.3, Mp3g00800.8, Mp3g00800.1, Mp3g00800.7, Mp3g00800.2, Mp3g00800.6",AT5G09860
OG0001897,"Mp3g23490.2, Mp3g23490.1, Mp3g23490.4, Mp3g23490.3, Mp3g23490.7, Mp3g23490.5, Mp3g23490.6",AT5G65960
OG0001898,"Mp5g04800.1, Mp4g04100.1","AT5G40840, AT5G16270"
OG0001901,"Mp8g09210.1, Mp8g09210.2",AT5G32440
OG0001902,"Mp7g19730.2, Mp7g19730.1","AT5G42220, AT5G25270"
OG0001903,"Mp7g02120.3, Mp7g02120.1, Mp7g02120.2, Mp4g04480.1, Mp4g04480.4, Mp4g04480.3, Mp4g04480.2",AT5G24680
OG0001905,"Mp5g17290.1, Mp5g00470.1, Mp5g00480.1, Mp5g00480.2","AT5G63030, AT5G40370"
OG0001906,"Mp8g17400.3, Mp8g17400.4, Mp8g17400.5, Mp8g17400.1, Mp8g17400.6, Mp8g17400.2",AT5G61220
OG0001907,Mp1g18880.1,AT5G03280
OG0001908,"Mp5g19860.1, Mp5g19810.2, Mp5g19810.1, Mp4g00900.1",AT5G24270
OG0001909,"Mp5g14360.4, Mp5g14360.6, Mp5g14360.1, Mp5g14360.5, Mp5g14360.2, Mp5g14360.3",AT5G51290
OG0001928,Mp1g22400.1,"AT2G28815, ATCG00790, ATMG00080"
OG0001929,"Mp6g07180.2, Mp6g07180.1","AT1G30220, AT2G35740, AT4G16480"
OG0001930,Mp3g00600.1,"AT2G31370, AT1G06070"
OG0001931,Mp2g20880.1,"AT2G38230, AT5G01410, AT3G16050"
OG0001932,"Mp3g23010.1, Mp3g23010.2, Mp3g23010.3, Mp3g23010.4",AT2G46225
OG0001933,Mp6g21400.1,"AT2G18170, AT4G36450, AT1G10210, AT1G59580"
OG0001936,Mp3g13040.1,"AT2G44120, AT2G01250, AT3G13580"
OG0001937,"Mp1g21580.1, Mp1g21580.2, Mp1g21580.3, Mp1g21580.4",AT2G33730
OG0001939,Mp3g14050.1,"AT5G37730, AT1G70780, AT1G23150"
OG0001939,Mp3g15560.1,AT2G01554
OG0001940,Mp2g10550.1,"AT1G76560, AT3G62410, AT2G47400"
OG0001941,Mp2g19470.1,"AT5G59290, AT3G46440, AT2G28760"
OG0001942,"Mp8g01620.1, Mp8g01620.2",AT2G13650
OG0001943,Mp4g04240.1,"AT1G15010, AT2G01300"
OG0001944,Mp3g00660.1,"AT1G14530, AT2G02180"
OG0001945,Mp2g01100.1,"AT2G34770, AT4G20870"
OG0001947,Mp8g05490.1,AT2G36530
OG0001950,Mp1g24440.1,AT2G21530
OG0001951,"Mp4g02270.2, Mp4g02270.1","AT4G00570, AT2G13560"
OG0001952,"Mp3g01030.4, Mp3g01030.1, Mp3g01030.2, Mp3g01030.3","AT5G01970, AT1G30050, AT2G30530"
OG0001953,Mp8g17070.1,"AT4G27090, AT2G20450"
OG0001954,Mp1g23680.1,"AT5G11020, AT4G32000, AT2G25220, AT1G80640"
OG0001955,Mp1g27560.1,"AT2G01130, AT1G48650, AT5G04895"
OG0001956,Mp6g04700.1,"AT2G32730, AT1G04810"
OG0001957,"Mp5g04050.1, Mp5g04050.3, Mp5g04050.4, Mp5g04050.2",AT2G26800
OG0001958,Mp1g27890.1,"AT2G23700, AT5G66600"
OG0001959,Mp7g12190.1,"AT1G05520, AT4G14160, AT3G23660, AT2G21630"
OG0001964,Mp4g23570.1,"AT2G22360, AT4G39960"
OG0001965,Mp1g04040.1,"AT2G21060, AT4G38680, AT4G36020, AT2G17870"
OG0001966,"Mp5g03960.2, Mp5g03960.1","AT5G10260, AT2G44610"
OG0001967,Mp4g04360.1,"AT2G26770, AT2G40820, AT3G56480"
OG0001972,Mp3g17990.1,"AT1G80870, AT2G45590, AT4G25390, AT5G51770"
OG0001975,"Mp7g13240.3, Mp7g13240.2, Mp7g13240.1",AT2G36960
OG0001976,"Mp4g16380.2, Mp4g16380.3, Mp4g16380.1, Mp4g16380.4","AT1G32490, AT2G35340, AT4G16680"
OG0001977,Mp1g11180.1,"AT1G11820, AT2G01630, AT1G66250"
OG0001978,"Mp5g20870.1, Mp5g20880.2, Mp5g20880.1, Mp5g20880.3, Mp5g20840.1","AT1G05900, AT2G31450"
OG0001979,"Mp2g20120.2, Mp2g20120.1","AT5G48880, AT1G04710, AT2G33150"
OG0001980,"Mp7g14230.1, Mp7g14230.2, Mp7g14230.3","AT2G42590, AT1G34760, AT1G26480"
OG0001982,Mp6g04200.1,"AT3G14950, AT3G58620, AT2G42580, AT1G53300"
OG0001983,"Mp2g21950.1, Mp2g01840.2, Mp2g01840.1","AT2G45380, AT4G22740"
OG0001984,Mp2g06210.1,"AT2G40510, AT2G40590, AT3G56340"
OG0001985,"Mp4g14430.1, Mp4g14430.2","AT3G58670, AT2G42670"
OG0001986,Mp1g13740.1,"AT2G34720, AT1G30500"
OG0001987,Mp8g09510.1,AT2G27020
OG0001988,Mp8g05710.1,"AT2G40630, AT5G05240"
OG0001989,"Mp8g07270.1, Mp6g08300.2, Mp6g08300.1","AT2G05760, AT2G34190"
OG0001992,"Mp2g23490.1, Mp8g05150.1","AT1G51440, AT1G06800, AT2G30550"
OG0001993,"Mp4g16890.1, Mp2g16550.1","AT4G39090, AT2G21430, AT3G54940"
OG0001994,"Mp2g22440.1, Mp2g19430.1","AT5G26810, AT2G47280, AT2G19150, AT3G24130, AT5G18990"
OG0001995,"Mp7g09450.2, Mp7g09450.1, Mp5g02970.1",AT2G03690
OG0001997,"Mp2g17000.3, Mp2g17000.2, Mp2g17000.1, Mp3g03530.1, Mp3g03530.2",AT2G33470
OG0001998,Mp6g01710.1,"AT2G42910, AT1G10700"
OG0001999,Mp4g19200.1,"AT5G15250, AT1G06430, AT2G30950"
OG0002000,Mp4g16930.1,"AT2G37720, AT5G64020, AT5G20680"
OG0002001,Mp4g07610.1,"AT1G19680, AT1G75400, AT4G39140, AT2G21500"
OG0002002,"Mp6g12880.3, Mp6g12880.2, Mp6g12880.1","AT2G45720, AT1G01830"
OG0002003,Mp8g01530.1,"AT1G80780, AT2G32070"
OG0002004,"Mp7g08840.2, Mp7g08840.1","AT3G61580, AT2G46210"
OG0002006,Mp1g16730.1,"AT5G35530, AT2G31610"
OG0002007,Mp7g02660.1,AT2G46150
OG0002008,"Mp1g19330.3, Mp1g19330.2, Mp1g19330.1",AT2G39170
OG0002009,"Mp6g00430.3, Mp6g00430.5, Mp6g00430.1, Mp6g00430.6, Mp6g00430.2, Mp6g00430.4",AT2G05590
OG0002012,"Mp7g06170.1, Mp7g06170.2","AT1G54070, AT2G33830, AT5G44300, AT1G28330"
OG0002016,Mp5g13320.1,"AT3G57980, AT2G42150, AT2G44430, AT3G60110"
OG0002020,"Mp7g14050.1, Mp1g22550.1","AT3G61500, AT1G01550, AT4G01360, AT2G46080"
OG0002021,"Mp4g07500.5, Mp4g07500.1, Mp4g07500.4, Mp4g07500.3, Mp4g07500.2","AT5G48370, AT2G30720"
OG0002022,Mp2g05500.1,"AT2G41790, AT3G57470"
OG0002023,Mp6g20210.1,"AT2G47820, AT1G09040, AT1G09050, AT1G55050"
OG0002024,Mp4g22450.1,"AT2G22240, AT4G39800, AT5G10170"
OG0002025,"Mp3g03070.1, Mp3g03070.2, Mp3g06680.1","AT2G26000, AT2G42160"
OG0002026,"Mp4g04940.3, Mp4g04940.1, Mp4g04940.2","AT2G36300, AT3G52760"
OG0002027,Mp8g16210.1,"AT2G41540, AT3G07690"
OG0002028,"Mp3g10870.2, Mp3g10870.1",AT2G02860
OG0002030,Mp3g10890.1,"AT3G61600, AT2G46260"
OG0002031,Mp1g02620.1,"AT4G30260, AT2G18840"
OG0002032,Mp3g10700.1,"AT2G29650, AT4G00370"
OG0002033,Mp3g16270.1,"AT4G32285, AT2G25430"
OG0002035,Mp7g08350.1,"AT2G03480, AT1G13860, AT1G78240"
OG0002036,Mp3g25320.1,AT2G03200
OG0002037,Mp8g18570.1,"AT3G58640, AT2G31010"
OG0002042,"Mp8g03420.1, Mp2g13800.1","AT5G50250, AT4G24770"
OG0002043,"Mp6g14520.1, Mp6g14520.2, Mp6g14540.1","AT4G14690, AT3G22840"
OG0002044,Mp6g16450.1,"AT4G35860, AT4G17160, AT4G17170"
OG0002046,Mp5g22840.1,"AT5G45280, AT4G19420"
OG0002047,Mp7g15890.1,"AT5G50175, AT4G28340, AT4G28330, AT1G03730, AT4G03600"
OG0002048,Mp4g11920.1,"AT4G05140, AT4G05130, AT4G05120, AT4G05110"
OG0002049,"Mp3g22310.1, Mp8g11830.1, Mp5g04120.1","AT4G02500, AT3G62720"
OG0002050,Mp1g06500.1,"AT4G16720, AT4G17390"
OG0002051,Mp1g08970.1,"AT5G55210, AT4G22320"
OG0002052,"Mp3g06730.1, Mp3g06730.2",AT4G02450
