a,b,d,T,a_OCR,AverageShortestPathLength,b_OCR,BetweennessCentrality,ClosenessCentrality,cluster,ClusteringCoefficient,D_HS a,D_HS b,D_HS d,D_HS T,d_OCR,Degree,description,dko_HS,dko_HS_oc,Eccentricity,family,hsfa_HS,hsfa_HS_oc,hsfb_HS,hsfb_HS_oc,IsSingleNode,Matching.Attribute,Matching.Attribute.1,Matching.Attribute.2,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OCR_to_TSS,PartnerOfMultiEdgedNodePairs,Peak,Radiality,selected,SelfLoops,shared name,Stress,T_OCR,Tak1_HS,Tak1_HS_oc,TF,TopologicalCoefficient,U_HS a,U_HS b,U_HS d,U_HS T
,U,,U,,4.456550802139038,,0,0.22438878056097192,C2,0,,,,,,1,,-0.653049833,,8,,0.133626498,,0.990171485,,FALSE,Mp2g14650,Mp2g14650,Mp2g14650,Mp2g14650,64,0,1,,0,,0.9679948999801942,FALSE,0,Mp2g14650,0,,1.512942936,,,0,,,,
U,U,U,U,,4.7005347593582885,,0,0.21274175199089876,C5,0,,,,,,1,,0.988395224,,8,,1.450606123,,0.155830848,,FALSE,Mp4g06070,Mp4g06070,Mp4g06070,Mp4g06070,46,0,1,,0,,0.965735789,FALSE,0,Mp4g06070,0,,1.018546947,,,0,,,,
D,,,D,,4.148395721925134,,0,0.2410570415726716,C6,0,,,,,,1,,-0.671363535,,7,,-1.100453975,,0.181134588,,FALSE,Mp8g03410,Mp8g03410,Mp8g03410,Mp8g03410,63,0,1,,0,,0.9708481877599524,FALSE,0,Mp8g03410,0,,-1.362631359,,,0,,,,
D,D,U,,down,4.520053475935829,down,0,0.22123632061520257,C1,0,,,,,down,1,,0.738972489,-1.731272601,7,,-0.490322955,-0.846721542,-1.39309913,-0.84411481,FALSE,Mp2g18200,Mp2g18200,Mp2g18200,Mp2g18200,79,0,1,Promoter,0,chr2.19561742.19561929,0.9674069122598534,FALSE,0,Mp2g18200,0,,-0.265409573,-0.645086313,,0,,,,
D,,D,D,up,4.608288770053476,,0,0.2170002901073397,C1,0,,,,,up,1,,-1.000673887,1.369335815,7,,-1.038901312,1.325508152,-0.095007526,0.011552874,FALSE,Mp1g02885,Mp1g02885,Mp1g02885,Mp1g02885,36,0,1,5' UTR,0,chr1.3191126.3191298,0.9665899187958011,FALSE,0,Mp1g02885,0,,-0.999514546,0.095411957,,0,,,,
,D,,,,4.492647058823529,,0.008634693,0.22258592471358432,C1,0,,,,,,12,"transcription factor, bZIP",1.314143186,,7,bZIP,-0.136194948,,-1.735440697,,FALSE,Mp6g10570,Mp6g10570,Mp6g10570,Mp6g10570,2.3333333333333335,0,12,,0,,0.9676606753812635,FALSE,0,Mp6g10570,230234,,-0.634426769,,MpBZIP5,0.13333333333333333,,,,
,U,,U,up,3.9899732620320854,up,0,0.25062824593734295,C2,1,,,,,up,2,,-0.780183018,0.170943646,7,,-0.195015638,0.14341861,0.829877091,1.486175705,FALSE,Mp3g23390,Mp3g23390,Mp3g23390,Mp3g23390,72.5,0,2,3' UTR,0,chr3.24825157.24825749,0.9723150623885919,FALSE,0,Mp3g23390,0,up,1.71528909,1.675192752,,0.5894308943089431,,,,
,D,D,D,,3.6223262032085564,,0.009682619,0.2760656947776342,C6,0.076086957,,V,V,V,,25,"transcription factor, HD",-0.615915645,,7,HD,0.561666148,,-0.824576366,,FALSE,Mp3g02320,Mp3g02320,Mp3g02320,Mp3g02320,10,0,25,,1,,0.975719202,FALSE,0,Mp3g02320,173244,,-1.614986072,,MpHD3,0.067599068,,,,
,U,U,U,,3.8836898395721926,,0,0.25748709122203095,C2,1,,,,,,2,,-0.074780938,,7,,-0.152845625,,0.92822407,,FALSE,Mp8g10690,Mp8g10690,Mp8g10690,Mp8g10690,67,0,2,,0,,0.9732991681521093,FALSE,0,Mp8g10690,0,,1.793782797,,,0.5491803278688525,,,,
,U,,U,,4.298128342245989,,0,0.23265940902021776,C2,0,,,,,,1,,-0.739097677,,8,,-0.337552745,,1.267604021,,FALSE,Mp8g06490,Mp8g06490,Mp8g06490,Mp8g06490,65,0,1,,0,,0.9694617746088334,FALSE,0,Mp8g06490,0,,1.489293228,,,0,,,,
U,,,,,4.141042780748663,up,0,0.2414850686037127,C5,1,,,,,,2,,-0.63557239,-1.366549274,7,,1.430858539,-0.544722297,-0.256635506,1.093261883,FALSE,Mp3g01020,Mp3g01020,Mp3g01020,Mp3g01020,88,0,2,Promoter,0,chr3.1223710.1223941,0.9709162705486235,FALSE,0,Mp3g01020,0,up,0.51794889,1.411628927,,0.5986394557823129,,,,
D,,,,,4.298796791,,0,0.2326232312237599,C1,0,,,,,,1,,0.079807194,,7,,-1.316829402,,-1.286319371,,FALSE,Mp3g17100,Mp3g17100,Mp3g17100,Mp3g17100,28,0,1,,0,,0.9694555852644088,FALSE,0,Mp3g17100,0,,-0.298179669,,,0,,,,
D,D,,D,,4.389037433,,1.799045678734729E-4,0.2278403898872982,C1,0,,,,,,2,,-0.452684929,,7,,-0.569027541,,-0.795341355,,FALSE,Mp1g18140,Mp1g18140,Mp1g18140,Mp1g18140,35.5,0,2,,0,,0.9686200237670826,FALSE,0,Mp1g18140,5488,,-1.15394255,,,0.5227272727272727,,,,
D,D,,,,4.092245989304812,,0.001762456,0.2443645867363607,C1,0,,,,,,2,,-0.525182213,,8,,-0.014378836,,-2.01573694,,FALSE,Mp1g29480,Mp1g29480,Mp1g29480,Mp1g29480,37.5,0,2,,0,,0.971368093,FALSE,0,Mp1g29480,16982,,-0.224091046,,,0.5,,,,
U,,,,,3.9204545454545454,,6.367369611686183E-4,0.25507246376811593,C5,0.16666666666666666,,,,,,4,,-0.18695267,,7,,1.876202619,,0.336050586,,FALSE,Mp4g15440,Mp4g15440,Mp4g15440,Mp4g15440,60,0,4,,0,,0.9729587542087542,FALSE,0,Mp4g15440,38558,,0.528064286,,,0.3287292817679558,,,,
,U,U,,,4.451871657754011,,0,0.22462462462462462,C7,0,,,,,up,1,,1.048991934,1.801844644,8,,-0.299001809,0.120886207,1.384061161,-0.426883286,FALSE,Mp3g03530,Mp3g03530,Mp3g03530,Mp3g03530,53,0,1,Promoter,0,chr3.3434058.3434153,0.9680382253911666,FALSE,0,Mp3g03530,0,,-0.484483834,-1.018015672,,0,,,,
,U,,,,1.5,,0,0.6666666666666666,C7,0,,,,,,1,,0.835812441,,2,,0.363769842,,2.409360107,,FALSE,Mp6g09420,Mp6g09420,Mp6g09420,Mp6g09420,2,0,1,,0,,0.75,FALSE,0,Mp6g09420,0,,-1.074924787,,,0,,,,
,D,,D,down,5.688502673796791,down,0,0.17579318448883666,C1,0,,,,,down,1,,0.251794668,-0.654340451,9,,0.927043085,-0.856864718,-1.863302769,-1.616231457,FALSE,Mp6g02870,Mp6g02870,Mp6g02870,Mp6g02870,9,0,1,Promoter,0,chr6.3336821.3337371,0.9565879382055853,FALSE,0,Mp6g02870,0,,-1.163834407,-0.416893339,,0,,,,
D,D,,,,4.4939839572192515,,4.327229993497927E-5,0.22251970846348357,C1,0,,,,,,2,,0.759046957,,7,,-1.127179044,,-1.237260823,,FALSE,Mp5g05070,Mp5g05070,Mp5g05070,Mp5g05070,49.5,0,2,,0,,0.9676482966924143,FALSE,0,Mp5g05070,3070,,0.641415812,,,0.5511363636363636,,,,
,U,,U,,4.176470588235294,,7.591283901138035E-5,0.23943661971830985,C2,0.3333333333333333,,,,,,3,,-1.22939253,,7,,0.749859872,,0.391332232,,FALSE,Mp2g21800,Mp2g21800,Mp2g21800,Mp2g21800,24.666666666666668,0,3,,0,,0.9705882352941176,FALSE,0,Mp2g21800,1232,,1.580245244,,,0.3802083333333333,,,,
,,D,D,,4.540106951871658,,0,0.22025912838633688,C6,0,,,,,,1,,-0.606563801,,8,,-0.771736576,,-0.086250381,,FALSE,Mp5g07150,Mp5g07150,Mp5g07150,Mp5g07150,41,0,1,,0,,0.9672212319271142,FALSE,0,Mp5g07150,0,,-1.356150202,,,0,,,,
U,,,U,,3.6871657754010694,,0.00103275,0.271211022,C3,0,,,,,,3,,0.006413597,,7,,0.577080391,,0.786825978,,FALSE,Mp1g21630,Mp1g21630,Mp1g21630,Mp1g21630,68.66666666666667,0,3,,0,,0.9751188354129531,FALSE,0,Mp1g21630,41448,,1.60156216,,,0.356140351,,,,
,,D,D,,4.540106951871658,,0,0.22025912838633688,C6,0,,,,,,1,,-0.583108896,,8,,-0.480131397,,0.685863701,,FALSE,Mp6g13270,Mp6g13270,Mp6g13270,Mp6g13270,41,0,1,,0,,0.9672212319271142,FALSE,0,Mp6g13270,0,,-1.849270611,,,0,,,,
,,U,,,5.243315508,,0,0.19071902090770015,C5,0,,,,,,1,,-0.825640602,,9,,1.509057242,,-0.380550987,,FALSE,Mp1g12800,Mp1g12800,Mp1g12800,Mp1g12800,20,0,1,,0,,0.9607100415923945,FALSE,0,Mp1g12800,0,,0.253362776,,,0,,,,
U,,,,,3.911096256684492,,0,0.255682789,C5,1,,,,,,3,,-0.190888376,,7,,2.199563121,,-0.764289072,,FALSE,Mp4g21180,Mp4g21180,Mp4g21180,Mp4g21180,95.66666666666667,0,3,,0,,0.9730454050306991,FALSE,0,Mp4g21180,0,,-0.414579776,,,0.5008726003490401,,,,
U,U,U,U,,3.304812834224599,,0.016748656909609368,0.30258899676375406,C5,0.1323529411764706,,,,,,18,"transcription factor, MYB",1.250473434,,6,MYB,2.439724384,,0.057308222,,FALSE,Mp6g04830,Mp6g04830,Mp6g04830,Mp6g04830,14.117647058823529,0,18,,1,,0.9786591404238463,FALSE,0,Mp6g04830,181080,,-0.590527022,,MpR2R3-MYB10,0.076181292,,,,
D,,D,,,3.891042780748663,,3.76085834779026E-4,0.25700051537536506,C2,0.6666666666666666,,,,,,3,,-1.749384519,,7,,-2.242213235,,0.68595916,,FALSE,Mp6g00360,Mp6g00360,Mp6g00360,Mp6g00360,36,0,3,,0,,0.9732310853634383,FALSE,0,Mp6g00360,14382,,0.140326284,,,0.391304348,,,,
,U,,U,,4.008021390374331,,2.8195881013325502E-5,0.24949966644429622,C2,0,,,,,,2,,-0.10755214,,7,,-0.385449824,,1.225689777,,FALSE,Mp2g01830,Mp2g01830,Mp2g01830,Mp2g01830,62.5,0,2,,0,,0.9721479500891266,FALSE,0,Mp2g01830,1124,,1.588594203,,,0.5491071428571429,,,,
,,U,,down,4.495989304812834,,0,0.22242045792447218,C4,0,,,,,,1,,0.847873404,-1.131547957,7,,1.49721705,-1.537051347,-0.435879743,-0.767936498,FALSE,Mp2g10510,Mp2g10510,Mp2g10510,Mp2g10510,68,0,1,Promoter,0,chr2.10771506.10771903,0.9676297286591404,FALSE,0,Mp2g10510,0,,1.298834542,-0.504846634,,0,,,,
,D,D,D,,4.666443850267379,,0,0.21429594613952158,C6,0,,,,,,1,,-1.315206488,,8,,-0.173089057,,-0.644453606,,FALSE,Mp7g05240,Mp7g05240,Mp7g05240,Mp7g05240,28,0,1,,0,,0.9660514458308576,FALSE,0,Mp7g05240,0,,-1.60611873,,,0,,,,
,U,,U,,4.227941176470588,,0,0.2365217391304348,C3,0,,,,,,1,,-0.514697233,,7,,-0.485935803,,1.765429364,,FALSE,Mp4g16550,Mp4g16550,Mp4g16550,Mp4g16550,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp4g16550,0,,0.818019172,,,0,,,,
U,U,U,,,5.018048128342246,,0,0.19928067137338487,C3,0,,,,,,1,,0.933717222,,8,,0.487260828,,1.877598497,,FALSE,Mp6g04540,Mp6g04540,Mp6g04540,Mp6g04540,20,0,1,,0,,0.9627958506634977,FALSE,0,Mp6g04540,0,,-0.553222927,,,0,,,,
,U,,U,,3.9699197860962565,,1.1457298772349476E-4,0.2518942582926419,C2,0,,,,,,2,,-0.546372069,,7,,-0.421350408,,1.195011014,,FALSE,Mp2g21950,Mp2g21950,Mp2g21950,Mp2g21950,52.5,0,2,,0,,0.9725007427213309,FALSE,0,Mp2g21950,2104,,1.661717104,,,0.5202020202020202,,,,
,D,,,,4.550802139037433,,0,0.21974148061104584,C1,0,,,,,,1,,0.370964924,,8,,0.304412939,,-2.253810196,,FALSE,Mp7g03250,Mp7g03250,Mp7g03250,Mp7g03250,15,0,1,,0,,0.9671222024163201,FALSE,0,Mp7g03250,0,,-0.26096763,,,0,,,,
,D,,,,4.873663101604278,,0,0.20518447400905224,C1,0,,,,,,1,,1.033416076,,8,,0.761186192,,-1.816360391,,FALSE,Mp1g19680,Mp1g19680,Mp1g19680,Mp1g19680,23,0,1,,0,,0.9641327490592196,FALSE,0,Mp1g19680,0,,-1.484358651,,,0,,,,
,,U,U,,3.496657754010695,,0.033712657843351465,0.28598738290957754,C4,0.050921861281826165,,,,,,70,"transcription factor, NAC",1.489685116,,6,NAC,0.739507205,,-0.576058914,,FALSE,Mp2g07720,Mp2g07720,Mp2g07720,Mp2g07720,8.205882352941176,0,70,,2,,0.976882799,FALSE,0,Mp2g07720,645044,,1.263211293,,MpNAC1,0.038602941,,,,
,D,D,,,4.929812834224599,,0,0.20284745762711864,C1,0,,,,,,1,,-0.704120101,,8,,-0.488334411,,-2.453055398,,FALSE,Mp2g20640,Mp2g20640,Mp2g20640,Mp2g20640,17,0,1,,0,,0.963612844,FALSE,0,Mp2g20640,0,,-0.283285088,,,0,,,,
,,D,,down,4.451871657754011,down,0,0.22462462462462462,C6,0,,,,,down,1,,-1.562113723,-0.972528347,8,,0.25100451,-0.754682249,0.468349925,-0.993684714,FALSE,Mp2g16700,Mp2g16700,Mp2g16700,Mp2g16700,53,0,1,"Exon (Mp2g16700.1/Mp2g16700, exon 6 of 11)",0,chr2.17803998.17804170,0.9680382253911666,FALSE,0,Mp2g16700,0,,0.093006569,-0.29365391,,0,,,,
,D,,D,,4.227941176470588,,0,0.2365217391304348,C1,0,,,,,,1,,-0.38925451,,7,,0.19355741,,-1.452372983,,FALSE,Mp3g03360,Mp3g03360,Mp3g03360,Mp3g03360,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp3g03360,0,,-0.517696794,,,0,,,,
,U,,U,,4.428475935828877,up,0,0.22581132075471697,C2,0,,,,,,1,,-0.456701389,-0.561146143,8,,-0.53552673,-0.419004085,1.182909257,1.937876969,FALSE,Mp1g02360,Mp1g02360,Mp1g02360,Mp1g02360,43,0,1,3' UTR,0,chr1.2598628.2598742,0.9682548524460289,FALSE,0,Mp1g02360,0,up,1.588351622,0.758273743,,0,,,,
,U,,,,4.484625668449198,,0,0.2229840512744075,C8,0,,,,,,1,,-0.183588031,,8,,-1.323364705,,1.870582699,,FALSE,Mp8g10500,Mp8g10500,Mp8g10500,Mp8g10500,19,0,1,,0,,0.9677349475143593,FALSE,0,Mp8g10500,0,,0.224416163,,,0,,,,
,U,,U,,3.7974598930481283,,0.001513621,0.2633339200844922,C2,0.16666666666666666,,,,,,4,,-1.080577221,,7,,-0.864875877,,1.296925799,,FALSE,Mp3g07630,Mp3g07630,Mp3g07630,Mp3g07630,38.75,0,4,,0,,0.9740975935828877,FALSE,0,Mp3g07630,16076,,1.57129147,,,0.2732142857142857,,,,
D,D,,D,down,3.8856951871657754,,6.389115227899909E-4,0.2573542060897987,C7,0.3333333333333333,,,,,,4,,0.02257113,-0.828336193,7,,-1.642841653,-1.472006941,-0.173699604,-0.6833101,FALSE,Mp1g27920,Mp1g27920,Mp1g27920,Mp1g27920,59.25,0,4,Promoter,0,chr1.28219149.28219289,0.9732806001188353,FALSE,0,Mp1g27920,19286,,-0.756052678,-0.827517547,,0.3277777777777778,,,,
D,D,D,D,down,4.456550802139038,down,0,0.22438878056097192,C1,0,,,,,down,1,,-0.920611837,-1.168292167,8,,-0.065085717,-1.08598123,-2.076024595,-0.864985451,FALSE,Mp8g17110,Mp8g17110,Mp8g17110,Mp8g17110,64,0,1,Promoter,0,chr8.19166124.19166282,0.9679948999801942,FALSE,0,Mp8g17110,0,down,-0.285770412,-0.292923483,,0,,,,
U,,,,,3.911096256684492,,0,0.255682789,C5,1,,,,,,3,,0.158380789,,7,,1.852706064,,-0.635674786,,FALSE,Mp1g27560,Mp1g27560,Mp1g27560,Mp1g27560,95.66666666666667,0,3,,0,,0.9730454050306991,FALSE,0,Mp1g27560,0,,-0.177281151,,,0.5008726003490401,,,,
,D,D,,,4.428475935828877,,0,0.22581132075471697,C6,0,,,,,,1,,-1.531063811,,8,,-0.320151306,,-1.24189075,,FALSE,Mp1g28510,Mp1g28510,Mp1g28510,Mp1g28510,43,0,1,,0,,0.9682548524460289,FALSE,0,Mp1g28510,0,,-0.3760475,,,0,,,,
,U,,,,4.451871657754011,down,0,0.22462462462462462,C8,0,,,,,down,1,,0.443423956,-1.267459821,8,,-0.461247984,-0.375319561,2.379369503,-1.437879223,FALSE,Mp5g21100,Mp5g21100,Mp5g21100,Mp5g21100,53,0,1,Promoter,0,chr5.22649253.22649381,0.9680382253911666,FALSE,0,Mp5g21100,0,,-0.540280457,-0.147616393,,0,,,,
U,U,U,U,,4.567513368983957,,0,0.21893750914678767,C4,0,,,,,,1,,0.526223808,,8,,1.400125954,,-0.250803529,,FALSE,Mp6g16310,Mp6g16310,Mp6g16310,Mp6g16310,5,0,1,,0,,0.9669674688057042,FALSE,0,Mp6g16310,0,,1.605693539,,,0,,,,
U,,,,,4.169117647058823,,0,0.2398589065255732,C5,0,,,,,,1,,-0.595982102,,7,,2.418046269,,-0.181600806,,FALSE,Mp5g15980,Mp5g15980,Mp5g15980,Mp5g15980,108,0,1,,0,,0.9706563180827886,FALSE,0,Mp5g15980,0,,-0.484756023,,,0,,,,
,U,,U,,4.492647058823529,up,0,0.22258592471358432,C3,0,,,,,,1,,-0.16535664,-0.151973025,7,,-0.034789315,0.316297086,1.580150629,1.670871699,FALSE,Mp8g04910,Mp8g04910,Mp8g04910,Mp8g04910,42,0,1,3' UTR,0,chr8.5488435.5488635,0.9676606753812635,FALSE,0,Mp8g04910,0,,1.346423445,0.623596837,,0,,,,
U,U,U,U,,3.9899732620320854,up,0,0.25062824593734295,C2,1,,,,,,2,,-0.133016568,-0.213519128,7,,0.277581751,-0.498021468,0.73931248,2.022463775,FALSE,Mp3g11470,Mp3g11470,Mp3g11470,Mp3g11470,72.5,0,2,"Intron (Mp3g11470.1/Mp3g11470, intron 5 of 6)",0,chr3.11048296.11048433,0.9723150623885919,FALSE,0,Mp3g11470,0,up,1.556232259,1.290478155,,0.5894308943089431,,,,
D,,,,,4.169117647058823,,0,0.2398589065255732,C1,0,,,,,,1,,-0.00480503,,7,,-2.292965163,,0.142407581,,FALSE,Mp2g21170,Mp2g21170,Mp2g21170,Mp2g21170,108,0,1,,0,,0.9706563180827886,FALSE,0,Mp2g21170,0,,-0.242952075,,,0,,,,
,U,,U,,4.050802139037433,,0,0.24686468646864687,C2,1,,,,,,2,,-0.787395185,,7,,-0.554779022,,1.151831408,,FALSE,Mp4g22500,Mp4g22500,Mp4g22500,Mp4g22500,48.5,0,2,,0,,0.9717518320459497,FALSE,0,Mp4g22500,0,,1.689379688,,,0.5574712643678161,,,,
U,U,U,,,4.223262032085562,,0,0.23678379233934788,C4,0,,,,,,1,,1.697378097,,8,,0.111760543,,0.473642466,,FALSE,Mp1g26240,Mp1g26240,Mp1g26240,Mp1g26240,52,0,1,,0,,0.970154981,FALSE,0,Mp1g26240,0,,0.372217982,,,0,,,,
,U,U,U,,3.859625668449198,,5.067314686472178E-5,0.25909248354693454,C4,0,,,,,,2,,1.763284346,,7,,-0.559614395,,1.002048479,,FALSE,Mp2g04800,Mp2g04800,Mp2g04800,Mp2g04800,60.5,0,2,,0,,0.9735219845513963,FALSE,0,Mp2g04800,3304,,0.961073595,,,0.595,,,,
,,D,,down,4.043449197860962,down,0,0.24731360555463716,C6,1,,,,,down,4,,-0.905300076,-1.540200865,7,,-0.74356925,-1.159945384,0.650439209,-0.382466561,FALSE,Mp5g11110,Mp5g11110,Mp5g11110,Mp5g11110,62.25,0,4,Promoter,0,chr5.12444287.12444544,0.9718199148346207,FALSE,0,Mp5g11110,0,,-1.240939717,-0.567062192,,0.4446428571428571,,,,
,U,U,,,4.386363636363637,,6.380267146029003E-4,0.22797927461139894,C7,0,,,,,,2,,0.776615114,,8,,-0.565743411,,1.279841514,,FALSE,Mp4g13480,Mp4g13480,Mp4g13480,Mp4g13480,39,0,2,,0,,0.9686447811447811,FALSE,0,Mp4g13480,29976,,-0.60034561,,,0.5277777777777778,,,,
,D,D,,,3.2239304812834226,,0.051626441,0.3101803856520837,C6,0.009049774,,V,V,,,52,"transcription factor, bHLH",-2.005996987,,7,bHLH,0.031644681,,-0.763693153,,FALSE,Mp4g01540,Mp4g01540,Mp4g01540,Mp4g01540,6.4423076923076925,0,52,,0,,0.9794080510992276,FALSE,0,Mp4g01540,820668,,-0.695698435,,MpBHLH10,0.034498834,,,,
,U,,U,,3.7433155080213902,,6.557184641952786E-4,0.2671428571428571,C2,0.3333333333333333,,,,,,3,,-0.467852641,,7,,-0.663560015,,1.279091203,,FALSE,Mp8g00590,Mp8g00590,Mp8g00590,Mp8g00590,58.666666666666664,0,3,,0,,0.9745989304812833,FALSE,0,Mp8g00590,18938,,1.614187302,,,0.3668763102725367,,,,
U,D,D,,,4.429144385026738,,0,0.225777241,C5,0,,,,,,1,,-0.998608234,,7,,2.298198157,,-0.775864738,,FALSE,Mp8g12500,Mp8g12500,Mp8g12500,Mp8g12500,24,0,1,,0,,0.9682486631016043,FALSE,0,Mp8g12500,0,,0.226342564,,,0,,,,
,U,,U,,3.8836898395721926,,0,0.25748709122203095,C3,1,,,,,,2,,-0.675509399,,7,,-0.025400918,,1.427328921,,FALSE,Mp7g09270,Mp7g09270,Mp7g09270,Mp7g09270,67,0,2,,0,,0.9732991681521093,FALSE,0,Mp7g09270,0,,1.400829633,,,0.5491803278688525,,,,
,U,,U,,4.173128342245989,up,0,0.23962838378984463,C2,0,,,,,,1,,-0.579509592,0.49683796,7,,0.026933704,0.009089032,0.848212683,1.476666737,FALSE,Mp4g16050,Mp4g16050,Mp4g16050,Mp4g16050,31,0,1,3' UTR,0,chr4.18254694.18255446,0.9706191820162409,FALSE,0,Mp4g16050,0,up,1.470623311,1.097997753,,0,,,,
D,,D,D,,4.7005347593582885,,0,0.21274175199089876,C6,0,,,,,,1,,-0.581481584,,8,,-0.91256831,,-0.211764483,,FALSE,Mp2g24780,Mp2g24780,Mp2g24780,Mp2g24780,46,0,1,,0,,0.965735789,FALSE,0,Mp2g24780,0,,-0.872159677,,,0,,,,
D,,,,,5.140374331550802,,0,0.19453836150845252,C8,0,,,,,,1,,0.345000861,,8,,-2.265890689,,1.215203577,,FALSE,Mp4g05990,Mp4g05990,Mp4g05990,Mp4g05990,33,0,1,,0,,0.9616632006337889,FALSE,0,Mp4g05990,0,,-0.420561387,,,0,,,,
U,,U,,down,4.107620320855615,down,0.001347836,0.2434499593165175,C5,0,,,,,,2,,0.77367493,-0.37822124,7,,1.553414057,-1.458876801,0.307398205,-1.271952308,FALSE,Mp4g19390,Mp4g19390,Mp4g19390,Mp4g19390,57,0,2,"Exon (Mp4g19390.1/Mp4g19390, exon 11 of 20)",0,chr4.21854435.21854559,0.9712257377698554,FALSE,0,Mp4g19390,23398,down,1.093647714,-1.063491759,,0.5,,,,
U,,U,,,6.040106951871658,,0,0.16555998229305002,C5,0,,,,,,1,,2.231142425,,9,,1.465447794,,-1.103253998,,FALSE,Mp5g00620,Mp5g00620,Mp5g00620,Mp5g00620,6,0,1,,0,,0.9533323430382253,FALSE,0,Mp5g00620,0,,0.409529584,,,0,,,,
,U,,U,,4.252005347593583,,1.816548270964033E-4,0.23518314730388304,C2,0,,,,,,2,,-0.039923737,,8,,0.076321648,,0.832512795,,FALSE,Mp8g12570,Mp8g12570,Mp8g12570,Mp8g12570,15.5,0,2,,0,,0.9698888393741335,FALSE,0,Mp8g12570,4414,,1.508163059,,,0.5,,,,
,D,,D,,3.429144385026738,,0.024684198204834164,0.2916179337231969,C1,0.035437430786267994,,,,,,45,"transcription factor, GRF",0.118858561,,7,GRF,0.137017897,,-1.194620914,,FALSE,Mp8g16900,Mp8g16900,Mp8g16900,Mp8g16900,7.604651162790698,0,45,,2,,0.9775079223608636,FALSE,0,Mp8g16900,463920,,-1.495942942,,MpGRF,0.037821297429620565,,,,
D,U,,U,,4.173128342245989,,0,0.23962838378984463,C2,0,,,,,,1,,-0.909858592,,7,,-1.478368006,,1.35397544,,FALSE,Mp4g11300,Mp4g11300,Mp4g11300,Mp4g11300,31,0,1,,0,,0.9706191820162409,FALSE,0,Mp4g11300,0,,1.406659024,,,0,,,,
D,,,,down,3.911096256684492,,0,0.255682789,C7,1,,,,,,3,,-0.050137135,-0.219112448,7,,-1.363194554,-1.033042544,0.272686763,0.191076751,FALSE,Mp2g21710,Mp2g21710,Mp2g21710,Mp2g21710,95.66666666666667,0,3,Promoter,0,chr2.23898689.23898829,0.9730454050306991,FALSE,0,Mp2g21710,0,,-0.693253393,-0.785098734,,0.5008726003490401,,,,
,,U,,,4.495989304812834,,0,0.22242045792447218,C4,0,,,,,,1,,1.153908575,,7,,1.07264552,,-0.280386008,,FALSE,Mp2g15620,Mp2g15620,Mp2g15620,Mp2g15620,68,0,1,,0,,0.9676297286591404,FALSE,0,Mp2g15620,0,,1.066123731,,,0,,,,
,,U,,,5.040775401069519,,0.00404698,0.19838217743004904,C5,0,,,,,,6,"transcription factor, MYB",1.886042428,,8,MYB,1.505308508,,-0.617294464,,FALSE,Mp7g16300,Mp7g16300,Mp7g16300,Mp7g16300,2,0,6,,0,,0.962585413,FALSE,0,Mp7g16300,129450,,0.768953524,,MpR2R3-MYB18,0.3333333333333333,,,,
,U,,,,4.004679144385027,,2.6513746692266306E-4,0.24970789517609746,C2,0.3333333333333333,,,,,,3,,-0.840503895,,7,,0.624285302,,1.036071911,,FALSE,Mp1g09100,Mp1g09100,Mp1g09100,Mp1g09100,37.333333333333336,0,3,,0,,0.9721788968112498,FALSE,0,Mp1g09100,10036,,1.168030693,,,0.3627450980392157,,,,
,D,D,,,4.451871657754011,,0,0.22462462462462462,C1,0,,,,,,1,,-0.504754031,,8,,0.518402912,,-1.429312181,,FALSE,Mp7g00920,Mp7g00920,Mp7g00920,Mp7g00920,53,0,1,,0,,0.9680382253911666,FALSE,0,Mp7g00920,0,,0.109215638,,,0,,,,
U,,,,,4.389037433,,0,0.2278403898872982,C5,0,,,,,,1,,0.057270153,,7,,1.060480568,,-0.03454706,,FALSE,Mp4g22450,Mp4g22450,Mp4g22450,Mp4g22450,24,0,1,,0,,0.9686200237670826,FALSE,0,Mp4g22450,0,,-0.93264701,,,0,,,,
,U,,U,,3.836898395721925,,2.8968244463880297E-4,0.26062717770034843,C2,0,,,,,,3,,-0.205607478,,7,,0.275775826,,1.115160101,,FALSE,Mp2g19300,Mp2g19300,Mp2g19300,Mp2g19300,47,0,3,,0,,0.973732422,FALSE,0,Mp2g19300,6284,,1.52547805,,,0.359375,,,,
U,,,,,4.010026737967914,,4.129604561668617E-4,0.24937489581596933,C2,0.5,,,,,,4,,-0.79715283,,7,,0.590224594,,1.011121802,,FALSE,Mp2g09490,Mp2g09490,Mp2g09490,Mp2g09490,57.5,0,4,,0,,0.9721293820558526,FALSE,0,Mp2g09490,14712,,0.69788237,,,0.3248587570621469,,,,
,,U,,,4.529411764705882,,0,0.2207792207792208,C4,0,,,,,,1,,2.361857372,,7,,-0.180080772,,0.092165151,,FALSE,Mp3g10510,Mp3g10510,Mp3g10510,Mp3g10510,71,0,1,,0,,0.9673202614379085,FALSE,0,Mp3g10510,0,,0.488296912,,,0,,,,
