Matching.Attribute,name,shared name,TF,family,description, T, a, b, d,Tak1_HS,hsfa_HS,hsfb_HS,dko_HS,Peak,cluster,OCR_to_TSS,T_OCR,a_OCR,b_OCR,d_OCR,Tak1_HS_oc,hsfa_HS_oc,hsfb_HS_oc,dko_HS_oc
Mp7g02050,Mp7g02050,Mp7g02050,,,,U,,U,,1.405976971,-0.408630126,1.491719689,0.304049137,,C3,,,,,,,,,
Mp8g02890,Mp8g02890,Mp8g02890,,,,D,D,D,D,-1.925194248,-0.704086768,-0.454934726,-0.751088451,,C6,,,,,,,,,
Mpzg01410,Mpzg01410,Mpzg01410,MpBHLH43,bHLH,"transcription factor, bHLH",D,,D,D,-1.84163945,-0.178522704,-0.467370565,-0.233035549,,C6,,,,,,,,,
Mp2g15510,Mp2g15510,Mp2g15510,,,,D,D,,D,-1.377299489,-1.393802474,0.468768038,-0.606383503,,C6,,,,,,,,,
Mp1g02790,Mp1g02790,Mp1g02790,,,,D,D,D,,-1.243004996,-0.536058614,-1.201792253,0.099264096,,C1,,,,,,,,,
Mp6g02160,Mp6g02160,Mp6g02160,,,,,U,,U,-0.016717413,2.05263596,-0.81189388,1.209709289,chr6.2618165.2618542,C5,Promoter,,,up,up,-0.57954846,-0.750477615,1.615501359,-0.349746876
Mp7g05440,Mp7g05440,Mp7g05440,,,,U,,U,,1.550700562,-0.24930141,1.159658834,-0.194215572,,C2,,,,,,,,,
Mp2g07820,Mp2g07820,Mp2g07820,,,,U,D,U,,1.561889761,-1.258767524,1.406042834,-0.725927823,,C2,,,,,,,,,
Mp5g15320,Mp5g15320,Mp5g15320,,,,D,D,D,D,-1.603646422,-1.214888847,-0.083676907,-0.170674568,,C6,,,,,,,,,
Mp7g07710,Mp7g07710,Mp7g07710,,,,,,,U,0.541016881,-0.101168612,-1.22200968,2.223255316,,C4,,,,,,,,,
Mp1g04220,Mp1g04220,Mp1g04220,,,,,,,D,-1.396695853,1.274830884,-0.131113981,-1.296237236,,C6,,,,,,,,,
Mp7g11040,Mp7g11040,Mp7g11040,,,,D,D,D,,-0.841481304,-1.070497633,-0.935146323,0.734759217,chr7.12300176.12300247,C6,Promoter,,down,down,,-0.800023034,-1.307341887,-1.160488465,0.52757286
Mp8g04250,Mp8g04250,Mp8g04250,,,,,D,,,-0.103657201,-0.928073868,-0.74560082,-0.664101483,,C1,,,,,,,,,
Mp2g26340,Mp2g26340,Mp2g26340,,,,,D,D,,-0.418848437,-0.591884715,-1.161244855,-0.193038192,,C1,,,,,,,,,
Mp1g18170,Mp1g18170,Mp1g18170,,,,,,D,,-0.630008255,-0.32056943,-1.259949399,-1.193401619,chr1.18450321.18450577,C6,Promoter,,down,,down,-0.207386635,-1.426235901,0.09916063,-1.623600356
Mp2g21880,Mp2g21880,Mp2g21880,,,,,U,,,0.674297182,2.071782244,-0.531176995,0.334672586,chr2.24060499.24060758,C4,Promoter,,,,down,0.062373009,0.027455006,-0.426004263,-1.491160187
Mp2g02780,Mp2g02780,Mp2g02780,,,,U,,U,,1.480020366,0.289261402,0.535638615,-0.027120267,,C2,,,,,,,,,
Mp8g08920,Mp8g08920,Mp8g08920,,,,U,U,U,U,1.580830072,0.146053277,0.627620966,0.762256088,,C4,,,,,,,,,
Mp7g18340,Mp7g18340,Mp7g18340,,,,,,D,D,-0.718628964,0.937031283,-1.521272451,-1.433006683,,C6,,,,,,,,,
Mp1g18910,Mp1g18910,Mp1g18910,,,,U,,,U,0.747744722,-0.305924194,-0.463272628,1.17031977,,C4,,,,,,,,,
Mp1g26600,Mp1g26600,Mp1g26600,,,,U,,U,,1.650455851,-0.570100408,1.182357931,-0.824995805,,C2,,,,,,,,,
Mp1g19750,Mp1g19750,Mp1g19750,,,,,,D,,-1.822542488,0.421613281,-1.463197841,0.612916977,chr1.20225486.20225981,C1,Promoter,,down,,,-0.752543539,-1.622987745,-0.509386906,-1.187634783
Mp6g08810,Mp6g08810,Mp6g08810,,,,,D,,,-0.887872607,-0.716154201,-0.377090657,0.441054599,chr6.9752765.9752880,C1,Downstream (<=300bp),up,,up,,1.13451027,0.499307954,1.7164432,-0.337423878
Mp8g13060,Mp8g13060,Mp8g13060,,,,,,,U,0.909721883,-0.324633251,0.736538264,2.246734713,,C4,,,,,,,,,
Mp8g00600,Mp8g00600,Mp8g00600,,,,U,U,U,,1.840997445,-0.307614413,1.352805856,-0.359904435,,C2,,,,,,,,,
Mp1g15990,Mp1g15990,Mp1g15990,,,,,,,D,-1.475600362,0.670287806,0.0162332,-1.393256821,,C6,,,,,,,,,
Mp3g14910,Mp3g14910,Mp3g14910,,,,U,,U,U,1.310149526,0.105105442,0.686430117,0.516752834,,C4,,,,,,,,,
Mp3g15580,Mp3g15580,Mp3g15580,,,,U,,U,,1.445266025,-0.390243703,1.368758686,-0.495727959,,C2,,,,,,,,,
Mp1g03310,Mp1g03310,Mp1g03310,,,,D,D,D,D,0.176246516,-1.274204167,-0.929332814,-0.469648585,chr1.3655502.3655684,C1,3' UTR,,,up,up,0.534392099,0.987853356,1.234346704,0.560411176
Mp4g05350,Mp4g05350,Mp4g05350,,,,,,D,,-0.243453106,-0.662230505,-1.842632355,-0.689452523,,C1,,,,,,,,,
Mp7g05560,Mp7g05560,Mp7g05560,,,,,,D,,-1.227873643,-0.609220269,-0.44975658,-0.208631621,,C6,,,,,,,,,
Mp4g02400,Mp4g02400,Mp4g02400,,,,U,U,U,,1.634411841,-0.221238486,1.226857395,-0.769302051,,C2,,,,,,,,,
Mp7g14930,Mp7g14930,Mp7g14930,,,,D,U,D,D,-1.274017723,1.938006568,-0.940635003,-1.462065843,,C6,,,,,,,,,
Mp2g01560,Mp2g01560,Mp2g01560,,,,D,D,D,,-0.742625927,0.794633609,-1.166715133,0.103353115,,C1,,,,,,,,,
Mp2g17820,Mp2g17820,Mp2g17820,,,,D,D,,D,-1.059572483,-1.67155912,0.249547548,-0.801407897,,C6,,,,,,,,,
Mp3g08375,Mp3g08375,Mp3g08375,,,,D,D,D,D,-1.243299602,-0.459020562,-0.708414298,-1.020791329,,C6,,,,,,,,,
Mp1g14720,Mp1g14720,Mp1g14720,,,,,,D,,0.249611924,0.041718762,-1.869337206,-0.207121895,,C1,,,,,,,,,
Mp1g20770,Mp1g20770,Mp1g20770,,,,U,,U,U,1.740994367,-0.045618396,1.195858363,0.373254268,chr1.21291257.21291674,C2,Promoter,up,up,up,up,0.789344213,-0.263357527,1.530382862,0.178253399
Mp8g07170,Mp8g07170,Mp8g07170,,,,D,,D,,-1.618612576,0.146817944,-0.810998582,-0.444276689,,C6,,,,,,,,,
Mp8g02730,Mp8g02730,Mp8g02730,,,,,,D,,-0.687410164,-0.150158543,-1.968135369,1.058903479,,C1,,,,,,,,,
Mp5g05830,Mp5g05830,Mp5g05830,,,,,D,,,-0.550327895,-1.800986715,0.012477835,0.351798135,chr5.6234860.6236954,C7,Promoter,up,up,up,up,1.006544879,1.20488127,0.593789294,0.657476914
Mp1g17090,Mp1g17090,Mp1g17090,,,,D,D,D,,-1.398955227,-0.953391433,-1.056183677,0.73699781,,C1,,,,,,,,,
Mp1g17600,Mp1g17600,Mp1g17600,,,,,D,,,-0.982550116,-1.200471362,0.509591463,0.438271492,,C6,,,,,,,,,
Mp4g07610,Mp4g07610,Mp4g07610,,,,,,D,,-0.630350159,-0.05825544,-1.723571375,0.359594764,,C1,,,,,,,,,
Mp5g04140,Mp5g04140,Mp5g04140,,,,U,D,U,,1.782427862,-1.315345463,1.234742325,-0.998289213,,C2,,,,,,,,,
Mp1g28450,Mp1g28450,Mp1g28450,,,,D,D,D,D,-0.95854723,-0.778971366,0.074838247,-1.23910188,,C6,,,,,,,,,
Mp6g07760,Mp6g07760,Mp6g07760,,,,,U,,,0.816152722,1.916777522,-0.180865226,0.17625146,,C5,,,,,,,,,
Mp5g14440,Mp5g14440,Mp5g14440,,,,D,D,D,D,-1.640903406,-1.072860887,0.329305015,0.45965647,,C6,,,,,,,,,
Mp2g05510,Mp2g05510,Mp2g05510,,,,U,,U,,1.336354171,0.375696627,1.113583591,-0.065013685,,C2,,,,,,,,,
Mp8g13780,Mp8g13780,Mp8g13780,,,,D,,,D,-1.593646558,-0.284472532,-0.136054579,-1.281977018,,C6,,,,,,,,,
Mp3g11880,Mp3g11880,Mp3g11880,,,,,U,,,0.19178684,2.166797182,-0.200851779,0.302474886,chr3.11588668.11588806,C5,3' UTR,up,up,up,up,0.734805059,1.387168485,0.675481508,0.859014413
Mp1g09400,Mp1g09400,Mp1g09400,,,,D,D,D,D,-1.175578939,-0.382142069,-0.716082643,-0.901683532,,C6,,,,,,,,,
Mp1g22310,Mp1g22310,Mp1g22310,,,,D,,D,D,-1.268642,-0.102596441,-0.93136328,-1.045981413,,C1,,,,,,,,,
Mp1g26670,Mp1g26670,Mp1g26670,,,,D,,D,D,-1.686862941,-0.157091937,-0.659496932,-0.829653315,,C6,,,,,,,,,
Mp6g05500,Mp6g05500,Mp6g05500,,,,U,U,,,-0.632607925,2.192925565,-0.494409032,-0.464845581,,C5,,,,,,,,,
Mp1g18890,Mp1g18890,Mp1g18890,,,,,,,D,-1.583018885,-0.306149621,-0.649179752,-1.089276308,chr1.19346962.19348087,C6,3' UTR,up,up,up,up,1.155185849,0.382217341,1.251238961,0.405163991
Mp3g00960,Mp3g00960,Mp3g00960,,,,U,U,,U,1.297411896,1.509259852,-0.086007574,0.862020878,,C4,,,,,,,,,
Mp6g05980,Mp6g05980,Mp6g05980,,,,D,,D,D,-1.440266363,0.003655402,-0.730352624,-0.516372429,chr6.6491152.6492137,C6,Promoter,,up,,,0.181469053,1.261964359,0.252479984,1.186695731
Mp7g07880,Mp7g07880,Mp7g07880,,,,U,,U,U,1.568680152,-0.591234812,1.40250606,-0.71164306,chr7.9050836.9051836,C2,Promoter,up,,up,,1.462653949,-0.770928597,1.289749313,-0.413600389
Mp2g09510,Mp2g09510,Mp2g09510,,,,,D,,,0.969810083,-1.610561016,-1.430068668,-1.300765334,,C1,,,,,,,,,
Mp5g03920,Mp5g03920,Mp5g03920,,,,D,D,D,,-1.359353876,-1.107572516,-0.094763358,0.164895318,,C6,,,,,,,,,
Mp3g10580,Mp3g10580,Mp3g10580,,,,,U,,,-0.098552906,1.861662381,0.512745513,0.548163744,,C3,,,,,,,,,
Mp2g01860,Mp2g01860,Mp2g01860,,,,U,,U,,1.596736014,-0.582546877,1.274443782,-0.276973629,,C2,,,,,,,,,
Mp7g08830,Mp7g08830,Mp7g08830,,,,,D,,,-0.667886417,-0.929394438,-0.862152019,0.485066866,,C1,,,,,,,,,
Mp1g00340,Mp1g00340,Mp1g00340,,,,,,D,,0.147543768,0.87478732,-2.623604551,0.611250479,,C1,,,,,,,,,
Mp3g24620,Mp3g24620,Mp3g24620,,,,D,D,D,,-0.78613903,-0.802859083,-0.128705028,-0.15841794,,C6,,,,,,,,,
Mp2g03850,Mp2g03850,Mp2g03850,MpGRAS4,GRAS,"transcription factor, GRAS",D,D,D,,-0.813817928,-0.44684262,-1.265965501,-0.546377381,,C1,,,,,,,,,
Mp3g00090,Mp3g00090,Mp3g00090,,,,,U,,,0.497346701,0.962131544,0.812251923,1.300895476,,C4,,,,,,,,,
Mp7g19050,Mp7g19050,Mp7g19050,,,,,U,,,-0.795017929,2.191291052,0.36380072,0.078865165,,C5,,,,,,,,,
Mp5g08100,Mp5g08100,Mp5g08100,,,,U,,U,,1.626013984,-0.781521016,1.139353591,-1.055450424,chr5.8818708.8818835,C2,Promoter,,,,down,0.476120494,-0.980493695,1.120945229,-1.917149925
Mp2g09910,Mp2g09910,Mp2g09910,,,,U,,U,,1.397052949,0.670654362,0.92447432,0.568661429,chr2.10214617.10214832,C4,Downstream (<=300bp),,,up,,1.413596313,0.317617496,1.429246626,-0.262088429
Mp1g00170,Mp1g00170,Mp1g00170,,,,U,,U,,1.563946529,-0.429284048,1.344281692,-0.671005005,chr1.329934.331716,C2,3' UTR,up,,up,,1.4010574,-0.303307479,1.932175899,-0.936797494
Mp4g17840,Mp4g17840,Mp4g17840,,,,U,U,,,1.003154366,1.640135125,-0.245476682,0.785211346,,C4,,,,,,,,,
Mp3g06660,Mp3g06660,Mp3g06660,,,,,,,U,0.562217797,0.452095093,0.321906358,2.116453417,,C4,,,,,,,,,
Mp6g02550,Mp6g02550,Mp6g02550,,,,U,U,U,,0.79520671,0.286620335,1.399190631,-0.419644307,,C3,,,,,,,,,
Mp5g11290,Mp5g11290,Mp5g11290,,,,D,D,D,D,-1.165116501,-0.968479892,0.458914324,0.177494684,,C6,,,,,,,,,
Mp4g20680,Mp4g20680,Mp4g20680,,,,U,U,U,U,1.430479965,-0.062429679,0.952262974,0.600032693,,C2,,,,,,,,,
Mp4g14550,Mp4g14550,Mp4g14550,,,,,U,,,-0.46952095,2.26342631,0.677813927,0.161697954,,C5,,,,,,,,,
Mp3g02470,Mp3g02470,Mp3g02470,,,,D,D,D,,-1.492985392,-0.645181402,-1.134608163,0.183889658,,C1,,,,,,,,,
Mp5g14070,Mp5g14070,Mp5g14070,MpTRIHELIX13,Trihelix,"transcription factor, Trihelix",,,U,,0.406880976,-0.509843429,1.457893029,-1.022859426,,C2,,,,,,,,,
Mp3g15010,Mp3g15010,Mp3g15010,,,,U,,U,,1.335879385,0.214817892,1.417989949,-0.288354277,,C2,,,,,,,,,
Mp6g01270,Mp6g01270,Mp6g01270,,,,,D,,,-0.152733588,-1.739895161,-0.297378568,0.584274443,,C1,,,,,,,,,
Mp8g06470,Mp8g06470,Mp8g06470,,,,U,,U,,1.582858421,-0.584011409,1.412092863,-0.479957428,chr8.7409144.7410222,C2,3' UTR,up,,up,,1.386814691,-0.614331686,1.685311877,-0.846304924
Mp3g09050,Mp3g09050,Mp3g09050,,,,U,U,U,U,1.607465544,-0.435034467,1.300243583,-0.502668276,chr3.8932987.8933833,C2,Promoter,up,,up,,1.71262022,0.08865051,1.620835573,-0.316742088
Mp3g22870,Mp3g22870,Mp3g22870,,,,,U,,,-0.124466929,1.853679655,-0.2789429,1.146780995,,C5,,,,,,,,,
Mp8g07630,Mp8g07630,Mp8g07630,,,,D,,,,-0.983647435,-0.606044162,0.576089899,-1.367627715,,C6,,,,,,,,,
Mp8g16120,Mp8g16120,Mp8g16120,,,,,D,,,-0.114998545,-1.70156519,1.062919368,-1.19829114,,C1,,,,,,,,,
Mp5g07200,Mp5g07200,Mp5g07200,,,,D,D,D,,-0.774227252,-0.732061838,-1.442006806,0.946743367,,C1,,,,,,,,,
Mp3g24240,Mp3g24240,Mp3g24240,,,,U,,U,,1.350411696,-0.155782668,1.225505362,-1.055697156,chr3.25666708.25667060,C2,Downstream (<=300bp),up,,up,,1.179469366,0.383481721,1.365067542,0.431774178
Mp1g13560,Mp1g13560,Mp1g13560,,,,U,,U,,1.438929527,0.126003788,1.743172803,-0.98043704,,C2,,,,,,,,,
Mp6g16880,Mp6g16880,Mp6g16880,,,,U,,U,,1.286309321,-0.232111164,1.314035442,-0.435181279,chr6.18425141.18425468,C3,3' UTR,up,,up,,1.825204634,-0.825409468,1.898856165,-0.683121248
Mp2g01700,Mp2g01700,Mp2g01700,,,,,D,,D,-0.054430392,-1.45870414,0.379623826,-1.809306484,chr2.1979302.1979442,C1,Promoter,,,,up,0.524819417,0.289567944,0.5242599,1.122387568
Mp6g12130,Mp6g12130,Mp6g12130,,,,U,,,,1.33311575,0.967687911,-0.284002559,0.912129925,chr6.13310280.13310544,C4,3' UTR,up,,up,,1.529138227,0.315026148,1.64433552,-1.248873243
Mp5g17990,Mp5g17990,Mp5g17990,,,,U,,U,,1.55822982,-0.464970084,1.264642327,-0.581968,chr5.19043396.19044628,C2,Promoter,up,,up,,1.546057255,0.418826077,1.248945858,-0.641325639
Mp2g15290,Mp2g15290,Mp2g15290,,,,D,D,D,,-1.288579094,-0.572199672,-1.122483558,-0.41345315,,C1,,,,,,,,,
Mp4g22280,Mp4g22280,Mp4g22280,MpERF17,AP2/ERF,"transcription factor, AP2/ERF",,U,U,U,-0.698603915,0.768061388,1.318321076,0.783632322,,C7,,,,,,,,,
Mp3g10560,Mp3g10560,Mp3g10560,,,,U,,U,,1.567307413,-0.464377812,1.176604791,-0.642443264,,C2,,,,,,,,,
Mp7g12630,Mp7g12630,Mp7g12630,MpGRAS2,GRAS,"transcription factor, GRAS",,U,,,-1.157001481,2.840067897,0.114356067,0.326519409,,C5,,,,,,,,,
Mp6g20000,Mp6g20000,Mp6g20000,,,,,U,,,0.04193641,2.275201242,0.238610043,-0.374104475,,C5,,,,,,,,,
Mp2g07150,Mp2g07150,Mp2g07150,MpBHLH29,bHLH,"transcription factor, bHLH",,,D,,0.531702439,0.224148196,-1.66603772,0.185857948,,C5,,,,,,,,,
Mp5g06340,Mp5g06340,Mp5g06340,,,,D,D,D,,-1.034306665,-1.084765066,-1.424052386,0.307243888,,C6,,,,,,,,,
Mp2g21420,Mp2g21420,Mp2g21420,,,,,D,D,D,-0.100746195,0.431521936,-1.50688729,-0.902270125,,C1,,,,,,,,,
Mp2g25910,Mp2g25910,Mp2g25910,,,,D,D,D,,-0.701307883,-1.400585062,-0.728386213,-0.189160706,,C1,,,,,,,,,
Mp8g15560,Mp8g15560,Mp8g15560,,,,D,,D,D,-1.304215752,-0.031674917,-1.051920737,-0.888214749,,C1,,,,,,,,,
Mp2g07170,Mp2g07170,Mp2g07170,MpBZIP4,bZIP,"transcription factor, bZIP",,,,U,0.548437334,-0.501771433,-1.067386374,2.223962153,,C4,,,,,,,,,
Mp4g08320,Mp4g08320,Mp4g08320,,,,D,D,D,,-1.764380655,-0.157221993,-0.54272554,-0.078392213,,C6,,,,,,,,,
Mp1g19590,Mp1g19590,Mp1g19590,MpTCP2,bHLH,bHLH transcription factor,D,,,,-1.456440304,-0.262617711,0.318642702,0.811835828,,C6,,,,,,,,,
Mp1g28000,Mp1g28000,Mp1g28000,,,,,,D,U,0.612937152,0.460820059,-1.413847214,1.325332593,,C4,,,,,,,,,
Mp6g00460,Mp6g00460,Mp6g00460,,,,,D,,,-0.192033782,-1.252480584,-0.60721435,-0.412862704,,C1,,,,,,,,,
Mp6g06960,Mp6g06960,Mp6g06960,,,,,,D,D,0.212770934,1.665905316,-0.591083285,-1.124079663,chr6.7561599.7561768,C5,Promoter,,down,down,down,0.332473258,-0.788508757,-0.874641371,-1.518134718
Mp6g06010,Mp6g06010,Mp6g06010,,,,,,U,,0.52616801,-0.527784835,2.48577955,0.206151151,,C3,,,,,,,,,
Mp1g13160,Mp1g13160,Mp1g13160,,,,,,D,,-0.832100406,-0.788052669,-1.877152292,-0.321454938,,C1,,,,,,,,,
Mp2g02870,Mp2g02870,Mp2g02870,,,,U,,U,,1.503350155,-0.852815031,1.365283768,-0.975718951,chr2.3263491.3263907,C2,Promoter,,,up,down,1.286786519,-0.953340792,1.462186707,-1.822203356
Mp2g17910,Mp2g17910,Mp2g17910,,,,,D,D,,-0.189745926,0.162497732,-2.067307519,0.780438467,chr2.19094797.19095284,C1,"Exon (Mp2g17910.1/Mp2g17910, exon 2 of 3)",,down,down,down,-0.364164534,-1.106441734,-0.448165949,-1.393087492
Mp4g15480,Mp4g15480,Mp4g15480,,,,U,,U,,1.58534064,-0.490857753,1.238678917,-0.723796493,,C2,,,,,,,,,
Mp7g03150,Mp7g03150,Mp7g03150,MpCAMTA,CAMTA,"transcription factor, CAMTA",,,D,,-0.208484478,0.481753214,-2.308716785,-0.448462643,,C1,,,,,,,,,
Mp3g20450,Mp3g20450,Mp3g20450,,,,U,,U,,1.574583485,0.034907688,1.137744778,0.099040719,,C2,,,,,,,,,
Mp1g09420,Mp1g09420,Mp1g09420,MpR2R3-MYB17,MYB,"transcription factor, MYB",D,,D,D,-0.07454106,0.410442174,-1.28458973,-0.798897397,,C1,,,,,,,,,
Mp2g08260,Mp2g08260,Mp2g08260,MpB3-8,B3,"transcription factor, B3",,,,D,0.976683378,1.119084027,-0.672248467,-1.429656279,,C2,,,,,,,,,
Mp1g15860,Mp1g15860,Mp1g15860,,,,,,U,D,1.019648955,0.409082737,0.570917822,-0.97246948,chr1.16058511.16058592,C2,"Exon (Mp1g15860.1/Mp1g15860, exon 5 of 9)",,down,down,down,-0.204604085,-1.135220956,-1.225207263,-1.552676981
Mp2g07130,Mp2g07130,Mp2g07130,MpBHLH30,bHLH,"transcription factor, bHLH",,,D,D,1.299644017,-0.158777465,-0.655302563,-1.505059002,,C2,,,,,,,,,
Mp8g15335,Mp8g15335,Mp8g15335,,,,,D,D,,0.430424325,-0.361368978,-2.6108888,-0.647299031,,C1,,,,,,,,,
Mp3g11460,Mp3g11460,Mp3g11460,,,,U,,U,,1.589869712,-0.008249845,1.160139059,-0.475565459,,C2,,,,,,,,,
Mp2g16500,Mp2g16500,Mp2g16500,,,,,D,,,-0.106266281,-0.594660859,-0.850343537,1.13184847,,C1,,,,,,,,,
Mp8g07950,Mp8g07950,Mp8g07950,,,,D,D,,,-1.330405803,-1.101591517,-0.684725097,-0.160293769,chr8.9018395.9018507,C6,3' UTR,,up,,up,-0.551645189,1.570477956,-0.467842666,0.861031104
Mp3g03860,Mp3g03860,Mp3g03860,,,,,D,,,-0.055708101,-1.825329826,-0.60113162,-1.249862272,chr3.3830049.3830241,C1,Promoter,,,,down,-0.175921451,-0.627828511,-0.229661421,-1.73195677
Mp4g00380,Mp4g00380,Mp4g00380,MpERF14,AP2/ERF,"transcription factor, AP2/ERF",,U,U,U,-1.205595366,0.388052089,0.581896147,1.308179503,chr4.591591.591784,C7,3' UTR,,,down,down,-0.039951634,-0.601409422,-1.047189994,-1.497619293
Mp2g17420,Mp2g17420,Mp2g17420,,,,U,U,U,U,1.634068957,0.189692468,1.088293957,0.151826067,,C2,,,,,,,,,
Mp7g17690,Mp7g17690,Mp7g17690,,,,,U,,,-1.355073483,0.903810813,0.403371665,0.789033478,chr7.19641617.19641890,C5,"Exon (Mp7g17690.1/Mp7g17690, exon 3 of 3)",,up,,,0.637591352,1.897406795,0.434691494,0.17391106
Mp8g11560,Mp8g11560,Mp8g11560,MpASLBD2,ASL/LBD,"transcription factor, ASL/LBD",,U,U,U,0.64435275,0.520996652,0.896012274,2.172917145,,C3,,,,,,,,,
Mp6g16540,Mp6g16540,Mp6g16540,,,,U,,,U,1.237540066,0.641044697,-0.153729553,1.337732793,,C4,,,,,,,,,
Mp5g14320,Mp5g14320,Mp5g14320,,,,,,U,U,-0.852792404,-0.559029765,0.870540821,1.560692037,,C7,,,,,,,,,
Mp1g20880,Mp1g20880,Mp1g20880,,,,,U,,,0.748774125,1.523371578,-0.368651425,0.599889779,chr1.21419311.21419416,C4,"Exon (Mp1g20880.1/Mp1g20880, exon 20 of 20)",up,up,up,up,0.366245667,0.950600336,0.82582114,1.051885565
Mp5g12910,Mp5g12910,Mp5g12910,,,,U,,U,,1.340177712,0.565037769,0.552273818,-0.135108624,,C3,,,,,,,,,
Mp4g22210,Mp4g22210,Mp4g22210,,,,U,,U,,1.680639219,-0.684997351,1.370245618,-0.602397547,chr4.24824683.24824880,C2,Promoter,,,,down,0.602976941,-0.818963611,1.02594795,-1.777001115
Mp6g20690,Mp6g20690,Mp6g20690,,,,U,,,,1.042842303,0.611082356,0.664839957,-1.046714076,chr6.23011149.23011277,C3,Promoter,,up,,,0.823578679,0.728031825,-0.300850192,0.904709237
Mp2g18470,Mp2g18470,Mp2g18470,,,,U,U,U,,1.007646544,1.110357141,0.901331316,0.580338736,,C3,,,,,,,,,
Mp5g06970,Mp5g06970,Mp5g06970,MpERF20,AP2/ERF,"transcription factor, AP2/ERF",U,U,U,U,-0.082949091,-0.445582982,1.481378139,1.372035358,chr5.7408574.7408680,C7,Promoter,up,,up,,0.807893335,0.113705411,1.382168698,0.481250401
Mp2g23755,Mp2g23755,Mp2g23755,,,,U,,U,D,1.607002589,-0.622899048,1.080013113,-1.208661038,chr2.25974583.25975150,C2,Promoter,up,,up,,1.702455411,0.098980546,1.331216934,-0.881332949
Mp4g12230,Mp4g12230,Mp4g12230,MpHSF1,HSF,"transcription factor, HSF",U,,U,,0.664883058,-1.333065865,1.54530442,-0.296155066,,C8,,,,,,,,,
Mp3g00450,Mp3g00450,Mp3g00450,,,,,,D,D,0.628993362,0.337182505,-1.140325487,-1.035889643,,C2,,,,,,,,,
Mp3g03660,Mp3g03660,Mp3g03660,,,,,D,,,-0.313728134,-1.418828814,-1.060002139,0.448807797,chr3.3644785.3645511,C1,3' UTR,up,up,up,up,0.219445393,0.793644782,1.217638696,0.902848317
Mp4g20760,Mp4g20760,Mp4g20760,,,,,U,,,-0.938349117,2.604255635,-0.441520283,0.483286622,,C5,,,,,,,,,
Mp2g25250,Mp2g25250,Mp2g25250,,,,,U,U,,0.331567652,1.918973646,0.425713502,0.254810905,,C5,,,,,,,,,
Mp7g09780,Mp7g09780,Mp7g09780,,,,U,,U,,1.123632289,0.840050865,1.129222296,-0.381130348,,C3,,,,,,,,,
Mp3g00740,Mp3g00740,Mp3g00740,,,,,,U,,0.916830646,-0.583619288,2.009210676,-0.545922314,,C2,,,,,,,,,
Mp5g20660,Mp5g20660,Mp5g20660,MpGRAS6,GRAS,"transcription factor, GRAS",,,,D,-0.892601785,1.188490712,-0.075771024,-1.002168828,,C5,,,,,,,,,
Mp6g19580,Mp6g19580,Mp6g19580,,,,U,,U,,1.497663833,-0.544373389,1.255254839,-0.804486737,,C2,,,,,,,,,
Mp1g01040,Mp1g01040,Mp1g01040,,,,,D,U,,0.795994403,-1.949980061,1.405106349,-0.472629029,chr1.1153851.1154012,C8,"Exon (Mp1g01040.1/Mp1g01040, exon 9 of 9)",up,,up,,1.39789772,-0.478919094,1.727287112,-0.326047429
Mp7g18170,Mp7g18170,Mp7g18170,,,,,U,,,-0.761516107,2.269506346,-0.169879612,-0.736146412,,C5,,,,,,,,,
Mp7g06280,Mp7g06280,Mp7g06280,,,,U,,,D,1.492604118,0.371902734,0.577502447,-0.749030462,chr7.7352822.7353028,C2,"Exon (Mp7g06280.1/Mp7g06280, exon 1 of 8)",up,,up,,0.843729767,-0.208949188,2.459773863,-0.703660857
Mp4g23630,Mp4g23630,Mp4g23630,,,,,,D,D,1.46121916,-0.065739862,-0.682477109,-0.992594352,,C2,,,,,,,,,
Mp2g17570,Mp2g17570,Mp2g17570,,,,,,,U,0.285371862,1.575960567,-1.036654827,1.89955304,,C5,,,,,,,,,
Mp8g14230,Mp8g14230,Mp8g14230,,,,,U,,U,0.816858663,1.138882545,-0.544151717,1.044851005,,C4,,,,,,,,,
Mp3g20300,Mp3g20300,Mp3g20300,,,,D,D,,,-0.934482344,-1.560519908,-0.191729459,-0.067902829,chr3.20717226.20717421,C1,"Exon (Mp3g20310.1/Mp3g20310, exon 5 of 6)",,,,up,0.412604066,0.921072305,1.03691687,0.968115628
Mp8g18560,Mp8g18560,Mp8g18560,,,,U,,,,1.610666238,0.974739227,-0.132836386,0.053797325,,C4,,,,,,,,,
Mp1g12540,Mp1g12540,Mp1g12540,,,,U,,U,,1.662842714,-1.014658252,1.110721366,-0.878589668,chr1.12708853.12709624,C2,Promoter,down,,down,down,-1.202883288,-0.113737797,-1.648298276,-0.714666772
Mp6g10990,Mp6g10990,Mp6g10990,,,,,,U,,-0.278766227,-0.902760727,1.889946132,-0.182088008,,C8,,,,,,,,,
Mp4g18290,Mp4g18290,Mp4g18290,,,,,,D,D,0.228288584,0.494791521,-0.663777864,-0.871177238,,C1,,,,,,,,,
Mp5g05900,Mp5g05900,Mp5g05900,,,,,,,U,0.90977354,-0.278521503,-0.791788584,2.303729063,,C4,,,,,,,,,
Mp7g04630,Mp7g04630,Mp7g04630,,,,D,D,D,D,-0.303768098,-0.885399693,-1.265875371,-0.857771835,,C1,,,,,,,,,
