shared.name,interaction,source,target,MI,pvalue,weight,presence,source_TF,target_TF,presence_rna,presence_rna_revised
Mpzg01410 (interacts with) Mp6g01570,interacts with,Mpzg01410,Mp6g01570,1.029669074,1.2337530996831e-10,0.032555076,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp5g15320,interacts with,Mp1g03040,Mp5g15320,0.999461553,0,0.043266629,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp5g03600,interacts with,Mpzg01410,Mp5g03600,0.940941728,4.10292818320279e-06,0.032528614,source,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp1g20040,interacts with,Mp1g03040,Mp1g20040,1.014684488,0.00525517,0.042776443,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp3g09050,interacts with,Mpzg01410,Mp3g09050,0.855798479,3.30563580508425e-07,0.03245472,source,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp8g18560,interacts with,Mp1g03040,Mp8g18560,0.981326216,0,0.041954119,,Trihelix,NA,,
Mpzg01410 (interacts with) Mp2g04410,interacts with,Mpzg01410,Mp2g04410,1.050765907,0,0.032418132,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp5g11410,interacts with,Mp1g03040,Mp5g11410,1.005693819,0,0.040823243,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp5g23860,interacts with,Mpzg01410,Mp5g23860,1.083324876,0,0.032328335,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp8g00740,interacts with,Mp1g03040,Mp8g00740,1.064655686,0.000519722,0.040685288,source,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp1g02020,interacts with,Mpzg01410,Mp1g02020,0.976173713,0,0.032301999,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp3g00960,interacts with,Mp1g03040,Mp3g00960,1.077020978,2.50863130268897e-08,0.039171903,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp1g09820,interacts with,Mpzg01410,Mp1g09820,1.081946693,0,0.032239727,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp5g11300,interacts with,Mp1g03040,Mp5g11300,0.992222529,0.000519722,0.038872193,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp8g10690,interacts with,Mpzg01410,Mp8g10690,1.001391716,0,0.032158052,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp1g04750,interacts with,Mp1g03040,Mp1g04750,1.009156212,1.80950454620188e-09,0.037888302,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp8g08650,interacts with,Mpzg01410,Mp8g08650,1.037273684,3.30563580508425e-07,0.03213234,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp4g20960,interacts with,Mp1g03040,Mp4g20960,0.992859509,1.2337530996831e-10,0.036740849,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp7g02760,interacts with,Mpzg01410,Mp7g02760,0.923901312,0,0.031636894,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp6g15110,interacts with,Mp1g03040,Mp6g15110,0.99774634,3.30563580508425e-07,0.036122215,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp1g09500,interacts with,Mpzg01410,Mp1g09500,1.015740572,4.77781991630177e-05,0.031603246,RNA-seq,bHLH,IDD-related,source,source
Mp1g03040 (interacts with) Mp6g05940,interacts with,Mp1g03040,Mp6g05940,0.923367732,0.00525517,0.035139823,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp7g08570,interacts with,Mpzg01410,Mp7g08570,0.966782316,0,0.031443269,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp6g03310,interacts with,Mp1g03040,Mp6g03310,1.032723954,4.77781991630177e-05,0.035085777,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp3g03890,interacts with,Mpzg01410,Mp3g03890,1.015747265,1.2337530996831e-10,0.031320715,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp6g18780,interacts with,Mp1g03040,Mp6g18780,0.984064102,0.049115235,0.033472085,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp7g06980,interacts with,Mpzg01410,Mp7g06980,0.834834118,0.049115235,0.031277116,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp6g14830,interacts with,Mp1g03040,Mp6g14830,1.037120049,0,0.032446354,,Trihelix,NA,,
Mpzg01410 (interacts with) Mp5g13000,interacts with,Mpzg01410,Mp5g13000,1.018092496,4.77781991630177e-05,0.031255833,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp3g03970,interacts with,Mp1g03040,Mp3g03970,0.817215839,0.00525517,0.03209091,RNA-seq,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp2g06030,interacts with,Mpzg01410,Mp2g06030,1.116950771,0,0.031152286,RNA-seq,bHLH,NA,source,source
Mp1g03040 (interacts with) Mp2g05950,interacts with,Mp1g03040,Mp2g05950,1.040009194,0,0.032084494,source,Trihelix,NA,source,source
Mpzg01410 (interacts with) Mp7g09410,interacts with,Mpzg01410,Mp7g09410,1.0170034,4.77781991630177e-05,0.03114195,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp6g20440,interacts with,Mp2g00510,Mp6g20440,1.031998087,0.00525517,0.079917271,source,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp8g16400,interacts with,Mpzg01410,Mp8g16400,0.979867179,4.77781991630177e-05,0.031020544,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp3g20920,interacts with,Mp2g00510,Mp3g20920,0.997283963,2.50863130268897e-08,0.066652856,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp3g22950,interacts with,Mpzg01410,Mp3g22950,1.0382124,0,0.03091503,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp6g07760,interacts with,Mp2g00510,Mp6g07760,1.036064397,0.049115235,0.062987754,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp1g06140,interacts with,Mpzg01410,Mp1g06140,1.006356665,1.2337530996831e-10,0.030856636,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp3g02470,interacts with,Mp2g00510,Mp3g02470,0.887585644,0,0.062403706,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp6g13190,interacts with,Mpzg01410,Mp6g13190,1.000116817,0.000519722,0.030842789,source,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp7g09780,interacts with,Mp2g00510,Mp7g09780,1.027707557,1.80950454620188e-09,0.06177573,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp7g07880,interacts with,Mpzg01410,Mp7g07880,0.968629424,0.049115235,0.030737856,source,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp5g06340,interacts with,Mp2g00510,Mp5g06340,0.947752955,0,0.059252295,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp4g02390,interacts with,Mpzg01410,Mp4g02390,1.084168274,0.00525517,0.030606125,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp4g02940,interacts with,Mp2g00510,Mp4g02940,1.016475191,0,0.050628024,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp4g20680,interacts with,Mpzg01410,Mp4g20680,1.030684078,2.50863130268897e-08,0.030529894,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp7g11000,interacts with,Mp2g00510,Mp7g11000,0.997832276,2.50863130268897e-08,0.050519032,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp2g18730,interacts with,Mpzg01410,Mp2g18730,1.00942882,0,0.030484498,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp4g05490,interacts with,Mp2g00510,Mp4g05490,0.890212533,4.77781991630177e-05,0.04935572,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp4g15120,interacts with,Mpzg01410,Mp4g15120,1.066824005,4.77781991630177e-05,0.030292134,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp2g24260,interacts with,Mp2g00510,Mp2g24260,0.88293748,4.10292818320279e-06,0.049269252,RNA-seq,bHLH,NA,source,source
Mpzg01410 (interacts with) Mp2g22690,interacts with,Mpzg01410,Mp2g22690,1.021222716,0.00525517,0.02999411,source,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp1g16590,interacts with,Mp2g00510,Mp1g16590,0.949999111,0,0.04821787,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp8g01290,interacts with,Mp2g03850,Mp8g01290,1.005062548,1.2337530996831e-10,0.055280065,,GRAS,NA,,
Mp2g00510 (interacts with) Mp5g04530,interacts with,Mp2g00510,Mp5g04530,0.936139149,0,0.047801298,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp6g09900,interacts with,Mp2g03850,Mp6g09900,1.009793975,4.77781991630177e-05,0.054141724,,GRAS,NA,,
Mp2g00510 (interacts with) Mp3g16090,interacts with,Mp2g00510,Mp3g16090,1.059398122,0,0.047503121,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp7g09710,interacts with,Mp2g03850,Mp7g09710,1.010172423,0.000519722,0.053726277,,GRAS,HD,,
Mp2g00510 (interacts with) Mp5g19620,interacts with,Mp2g00510,Mp5g19620,0.961368288,0.000519722,0.047306579,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp3g17570,interacts with,Mp2g03850,Mp3g17570,1.032603275,0.00525517,0.05346767,,GRAS,NA,,
Mp2g00510 (interacts with) Mp8g18590,interacts with,Mp2g00510,Mp8g18590,0.953553141,1.80950454620188e-09,0.046636022,source,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp3g16640,interacts with,Mp2g03850,Mp3g16640,1.017504515,4.77781991630177e-05,0.052906485,,GRAS,NA,,
Mp2g00510 (interacts with) Mp7g11040,interacts with,Mp2g00510,Mp7g11040,0.919476823,0.000519722,0.046316105,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp8g07850,interacts with,Mp2g03850,Mp8g07850,1.05252068,0,0.05263649,,GRAS,NA,,
Mp2g00510 (interacts with) Mp2g21620,interacts with,Mp2g00510,Mp2g21620,0.945449929,0,0.045962298,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp1g05410,interacts with,Mp2g03850,Mp1g05410,1.021187879,0.00525517,0.049424361,,GRAS,NA,,
Mp2g00510 (interacts with) Mp1g09860,interacts with,Mp2g00510,Mp1g09860,1.01738024,0.049115235,0.045737177,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp2g24920,interacts with,Mp2g03850,Mp2g24920,1.101743857,0,0.048404717,,GRAS,NA,,
Mp2g00510 (interacts with) Mp3g14050,interacts with,Mp2g00510,Mp3g14050,1.034536489,1.2337530996831e-10,0.044616476,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp1g24220,interacts with,Mp2g03850,Mp1g24220,1.035473295,0.049115235,0.047294028,,GRAS,NA,,
Mp2g00510 (interacts with) Mp1g17820,interacts with,Mp2g00510,Mp1g17820,0.885671896,3.30563580508425e-07,0.044578851,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp3g14440,interacts with,Mp2g03850,Mp3g14440,1.057733761,2.50863130268897e-08,0.047263461,,GRAS,NA,,
Mp2g00510 (interacts with) Mp5g07200,interacts with,Mp2g00510,Mp5g07200,0.89279221,0.00525517,0.043620971,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp3g24640,interacts with,Mp2g03850,Mp3g24640,1.083633874,0,0.047025406,,GRAS,NA,,
Mp2g00510 (interacts with) Mp1g10250,interacts with,Mp2g00510,Mp1g10250,1.001972322,1.2337530996831e-10,0.040893213,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp7g11870,interacts with,Mp2g03850,Mp7g11870,0.994895388,0,0.046678436,,GRAS,NA,,
Mp2g00510 (interacts with) Mp4g12380,interacts with,Mp2g00510,Mp4g12380,0.84434772,0.00525517,0.039952854,RNA-seq,bHLH,NA,source,source
Mp2g00510 (interacts with) Mp6g20690,interacts with,Mp2g00510,Mp6g20690,0.797145546,0.049115235,0.039915873,source,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp4g07610,interacts with,Mp2g03850,Mp4g07610,1.039930578,3.30563580508425e-07,0.042943363,,GRAS,NA,,
Mp2g00510 (interacts with) Mp2g05510,interacts with,Mp2g00510,Mp2g05510,0.882906106,0.00525517,0.03982143,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp8g09220,interacts with,Mp2g03850,Mp8g09220,1.092762597,0,0.04287778,,GRAS,NA,,
Mp2g00510 (interacts with) Mp1g17090,interacts with,Mp2g00510,Mp1g17090,0.893867444,4.10292818320279e-06,0.039639059,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp1g15480,interacts with,Mp2g03850,Mp1g15480,1.109900757,0.049115235,0.041324475,,GRAS,NA,,
Mp2g00510 (interacts with) Mp4g15120,interacts with,Mp2g00510,Mp4g15120,0.817635823,4.77781991630177e-05,0.039509583,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp3g01130,interacts with,Mp2g03850,Mp3g01130,1.08917071,0,0.040960546,,GRAS,NA,,
Mp2g03850 (interacts with) Mp3g23440,interacts with,Mp2g03850,Mp3g23440,0.999626086,3.30563580508425e-07,0.040876748,,GRAS,NA,,
Mp2g00510 (interacts with) Mp8g04910,interacts with,Mp2g00510,Mp8g04910,0.916826555,0,0.039212317,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp4g05950,interacts with,Mp2g03850,Mp4g05950,1.038433657,0.00525517,0.040724853,,GRAS,NA,,
Mp2g00510 (interacts with) Mp2g26340,interacts with,Mp2g00510,Mp2g26340,0.96013629,0.000519722,0.038807164,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp2g15090,interacts with,Mp2g03850,Mp2g15090,1.028626314,0.00525517,0.040595033,,GRAS,NA,,
Mp2g00510 (interacts with) Mp6g08530,interacts with,Mp2g00510,Mp6g08530,0.88204901,4.77781991630177e-05,0.037690099,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp4g12490,interacts with,Mp2g03850,Mp4g12490,1.061980459,0,0.040078505,,GRAS,NA,,
Mp2g00510 (interacts with) Mp6g06810,interacts with,Mp2g00510,Mp6g06810,0.872825369,0.049115235,0.036681289,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp8g01970,interacts with,Mp2g03850,Mp8g01970,0.871202853,0,0.039743126,,GRAS,NA,,
Mp2g00510 (interacts with) Mp4g07560,interacts with,Mp2g00510,Mp4g07560,0.91268206,0.00525517,0.035807588,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp2g02750,interacts with,Mp2g03850,Mp2g02750,1.043568184,1.80950454620188e-09,0.03928805,,GRAS,NA,,
Mp2g00510 (interacts with) Mp7g13670,interacts with,Mp2g00510,Mp7g13670,0.895712919,1.2337530996831e-10,0.033161699,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp7g00490,interacts with,Mp2g03850,Mp7g00490,1.011931603,4.10292818320279e-06,0.037933325,,GRAS,NA,,
Mp2g00510 (interacts with) Mp8g12580,interacts with,Mp2g00510,Mp8g12580,0.928637732,0.049115235,0.032739754,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp8g08240,interacts with,Mp2g03850,Mp8g08240,1.058525484,4.77781991630177e-05,0.036721216,,GRAS,NA,,
Mp2g00510 (interacts with) Mp7g13390,interacts with,Mp2g00510,Mp7g13390,0.889824955,4.10292818320279e-06,0.032118996,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp4g05210,interacts with,Mp2g03850,Mp4g05210,0.988496735,0.00525517,0.036700356,,GRAS,NA,,
Mp2g00510 (interacts with) Mp5g08750,interacts with,Mp2g00510,Mp5g08750,0.875614103,0.000519722,0.031149048,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp3g19770,interacts with,Mp2g03850,Mp3g19770,1.061773129,1.80950454620188e-09,0.036044186,,GRAS,NA,,
Mp2g00510 (interacts with) Mp7g10020,interacts with,Mp2g00510,Mp7g10020,0.94498863,2.50863130268897e-08,0.030759689,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp4g03340,interacts with,Mp2g03850,Mp4g03340,0.992052885,1.2337530996831e-10,0.035796792,,GRAS,NA,,
Mp2g00510 (interacts with) Mp2g25250,interacts with,Mp2g00510,Mp2g25250,0.901310647,3.30563580508425e-07,0.030758633,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp6g11440,interacts with,Mp2g03850,Mp6g11440,1.13791565,2.50863130268897e-08,0.035749631,,GRAS,NA,,
Mp2g00510 (interacts with) Mp3g15010,interacts with,Mp2g00510,Mp3g15010,0.930478747,0,0.030062884,RNA-seq,bHLH,NA,source,source
Mp2g03850 (interacts with) Mp8g12920,interacts with,Mp2g03850,Mp8g12920,1.174788545,0,0.035565231,,GRAS,NA,,
Mp2g03850 (interacts with) Mp2g13620,interacts with,Mp2g03850,Mp2g13620,1.040164498,4.77781991630177e-05,0.035137645,,GRAS,NA,,
Mp5g12480 (interacts with) Mp5g19710,interacts with,Mp5g12480,Mp5g19710,1.079057467,0,0.082473586,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp2g01870,interacts with,Mp2g03850,Mp2g01870,0.967414687,0,0.035116857,,GRAS,NA,,
Mp5g12480 (interacts with) Mp5g06150,interacts with,Mp5g12480,Mp5g06150,0.929810208,0,0.077716391,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp5g04260,interacts with,Mp2g03850,Mp5g04260,1.066079005,0.00525517,0.034693527,,GRAS,NA,,
Mp5g12480 (interacts with) Mp4g02110,interacts with,Mp5g12480,Mp4g02110,0.991767544,4.10292818320279e-06,0.077392227,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp3g11520,interacts with,Mp2g03850,Mp3g11520,1.106589541,0,0.03398598,,GRAS,NA,,
Mp5g12480 (interacts with) Mp7g11760,interacts with,Mp5g12480,Mp7g11760,0.945120946,0.049115235,0.076034005,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp6g04930,interacts with,Mp2g03850,Mp6g04930,1.077248101,0.049115235,0.033723231,,GRAS,NA,,
Mp5g12480 (interacts with) Mp1g26540,interacts with,Mp5g12480,Mp1g26540,0.994528114,4.77781991630177e-05,0.07271669,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp2g26170,interacts with,Mp2g03850,Mp2g26170,1.060176486,0,0.033623764,,GRAS,NA,,
Mp5g12480 (interacts with) Mp4g15170,interacts with,Mp5g12480,Mp4g15170,0.871237564,0.00525517,0.071459658,,AP2/ERF,GARP,,
Mp2g03850 (interacts with) Mp8g03330,interacts with,Mp2g03850,Mp8g03330,1.043846647,4.10292818320279e-06,0.033566105,,GRAS,NA,,
Mp5g12480 (interacts with) Mp6g17310,interacts with,Mp5g12480,Mp6g17310,1.001165377,0,0.069183705,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp6g15620,interacts with,Mp2g03850,Mp6g15620,1.050226963,4.77781991630177e-05,0.033565177,,GRAS,NA,,
Mp5g12480 (interacts with) Mp8g17360,interacts with,Mp5g12480,Mp8g17360,0.894000379,0,0.066597111,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp4g04160,interacts with,Mp2g03850,Mp4g04160,1.034860166,0.049115235,0.03356345,,GRAS,NA,,
Mp5g12480 (interacts with) Mp4g22620,interacts with,Mp5g12480,Mp4g22620,1.008343644,0,0.065872495,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp3g23810,interacts with,Mp2g03850,Mp3g23810,1.033186193,4.77781991630177e-05,0.033545755,,GRAS,NA,,
Mp5g12480 (interacts with) Mp3g01610,interacts with,Mp5g12480,Mp3g01610,1.112691383,0,0.064271138,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp4g13500,interacts with,Mp2g03850,Mp4g13500,1.066426455,3.30563580508425e-07,0.033494831,,GRAS,NA,,
Mp5g12480 (interacts with) Mp2g09140,interacts with,Mp5g12480,Mp2g09140,1.018184471,1.80950454620188e-09,0.063874367,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp4g19310,interacts with,Mp2g03850,Mp4g19310,1.121463235,4.77781991630177e-05,0.03347597,,GRAS,NA,,
Mp5g12480 (interacts with) Mp6g10330,interacts with,Mp5g12480,Mp6g10330,0.904789838,1.2337530996831e-10,0.061785398,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp7g01970,interacts with,Mp2g03850,Mp7g01970,1.0669027,2.50863130268897e-08,0.032995804,,GRAS,NA,,
Mp5g12480 (interacts with) Mp8g10000,interacts with,Mp5g12480,Mp8g10000,1.016034695,0,0.061770157,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp8g08650,interacts with,Mp2g03850,Mp8g08650,1.036453482,4.77781991630177e-05,0.032878928,,GRAS,NA,,
Mp5g12480 (interacts with) Mp1g08290,interacts with,Mp5g12480,Mp1g08290,1.040303312,0,0.061366776,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp3g02080,interacts with,Mp2g03850,Mp3g02080,1.084168274,0.00525517,0.032858054,,GRAS,NA,,
Mp5g12480 (interacts with) Mp2g20430,interacts with,Mp5g12480,Mp2g20430,1.123915573,0,0.059894204,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp4g09370,interacts with,Mp2g03850,Mp4g09370,1.040769581,0.00525517,0.032739853,,GRAS,NA,,
Mp5g12480 (interacts with) Mp7g15030,interacts with,Mp5g12480,Mp7g15030,1.007305048,0,0.058808482,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp8g15640,interacts with,Mp2g03850,Mp8g15640,1.041061208,4.77781991630177e-05,0.032709513,,GRAS,NA,,
Mp5g12480 (interacts with) Mp2g23680,interacts with,Mp5g12480,Mp2g23680,0.920291676,0,0.058570653,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp3g13280,interacts with,Mp2g03850,Mp3g13280,0.948454838,3.30563580508425e-07,0.032525823,,GRAS,NA,,
Mp5g12480 (interacts with) Mp1g28450,interacts with,Mp5g12480,Mp1g28450,0.946380612,0,0.057270832,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp4g15460,interacts with,Mp2g03850,Mp4g15460,0.93825206,0.000519722,0.032301461,,GRAS,NA,,
Mp5g12480 (interacts with) Mp1g15990,interacts with,Mp5g12480,Mp1g15990,1.019486167,0,0.056332156,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp3g23770,interacts with,Mp2g03850,Mp3g23770,0.899562584,0.049115235,0.031977902,,GRAS,NA,,
Mp5g12480 (interacts with) Mp2g08650,interacts with,Mp5g12480,Mp2g08650,0.933303508,0,0.0560973,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp8g17110,interacts with,Mp2g03850,Mp8g17110,1.061466314,0,0.031798988,,GRAS,NA,,
Mp5g12480 (interacts with) Mp4g19370,interacts with,Mp5g12480,Mp4g19370,0.929976263,0,0.05578088,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp3g10350,interacts with,Mp2g03850,Mp3g10350,1.040974821,1.80950454620188e-09,0.031720377,,GRAS,NA,,
Mp5g12480 (interacts with) Mp7g03660,interacts with,Mp5g12480,Mp7g03660,0.945610136,0,0.055326628,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp1g05920,interacts with,Mp2g03850,Mp1g05920,0.944031229,0.00525517,0.031626131,,GRAS,NA,,
Mp5g12480 (interacts with) Mp7g06030,interacts with,Mp5g12480,Mp7g06030,0.93239609,0,0.054845569,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp6g16880,interacts with,Mp2g03850,Mp6g16880,0.907767043,0.049115235,0.03158579,,GRAS,NA,,
Mp5g12480 (interacts with) Mp1g24470,interacts with,Mp5g12480,Mp1g24470,0.834322069,0.049115235,0.054541185,,AP2/ERF,NA,,
Mp2g03850 (interacts with) Mp8g06690,interacts with,Mp2g03850,Mp8g06690,0.935500816,0.049115235,0.031296187,,GRAS,NA,,
Mp5g12480 (interacts with) Mp7g01300,interacts with,Mp5g12480,Mp7g01300,0.920419984,0,0.054455601,,AP2/ERF,NA,,
